,0
0,79.26768110065616
1,10.100862511192078
2,35.08057936067732
3,96.40419896404917
4,21.847445724779504
5,27.744720640526182
6,2.9199766195607473
7,41.36225326318153
8,38.03548879311754
9,63.7369351904231
10,63.7369351904231
11,2.700775492790115
12,2.700775492790115
13,8.24479334385498
14,8.24479334385498
15,5.361123839893197
16,7.542145226724445
17,4.859757208356657
18,12.211035376622144
19,21.402210476801642
20,21.402210476801642
21,21.402210476801642
22,15.930108308146599
23,50.56379905409674
24,17.571963604838242
25,23.122785943934215
26,85.40602750739669
27,10.218129657300652
28,21.808889704921047
29,75.0905998467948
30,50.036707202472314
31,41.27782662492581
32,72.76038172721893
33,24.222616340190147
34,168.73363569094732
35,169.53429466849363
36,162.55325065817703
37,118.68473176061254
38,111.85617309174351
39,90.59406178906023
40,108.06967151511368
41,69.0127127294275
42,66.66248990096446
43,39.66268906436294
44,24.93763008619877
45,24.887818939443786
46,27.677209564165864
47,71.6077359584688
48,68.80812255371949
49,70.26314388049536
50,69.5395956369289
51,69.34216809316625
52,68.77791464763878
53,72.59374339734234
54,72.25253894560642
55,72.24291333917722
56,69.00030265711341
57,69.85827702739229
58,67.63615133855319
59,69.71952993570002
60,67.87384142654207
61,66.74263696516701
62,25.276074316515892
63,25.50929794479552
64,42.63118509591014
65,42.20062253046998
66,39.245062210261416
67,38.46879150761195
68,37.89755896817245
69,36.930103979276886
70,84.1362049289096
71,20.13088980715647
72,18.96988741296173
73,17.417822277208966
74,26.950257550642597
75,26.77330803459863
76,27.23246229426485
77,27.275708905283352
78,27.673292238916545
79,27.563231482366625
80,27.498303131837417
81,29.993491484469654
82,29.646432462230738
83,27.22036064773868
84,26.97792234918111
85,32.498022223938925
86,34.38434217736953
87,33.74795404916813
88,28.90664208275473
89,27.37063824743198
90,29.119695084797264
91,32.354842426865055
92,31.25257067844509
93,31.272696473019277
94,25.858663391007685
95,25.812632093952114
96,27.2920949226945
97,26.110379543720722
98,23.565455870189044
99,24.252824076001552
100,24.261716929687516
101,23.053161521929283
102,22.979153857527205
103,25.46192416021994
104,21.79159805137076
105,24.123549865486616
106,24.117397812571177
107,19.856184691699315
108,19.98015453855348
109,20.43661550288456
110,20.396528265998604
111,20.19402334319818
112,18.416218390807167
113,22.120863987336477
114,21.922874153345877
115,22.001725530768766
116,62.03302697265813
117,61.62645409626134
118,61.63242084118032
119,61.45202686474005
120,61.846782113214644
121,67.24407522723335
122,68.18972224896476
123,66.53722143691297
124,67.26800727612434
125,67.53212858276183
126,67.46739661781011
127,67.84301236925361
128,67.53374770876707
129,67.95985032493358
130,68.3223686989108
131,68.86561343191097
132,68.60233206807541
133,66.74042638169595
134,66.23776894164385
135,66.16129172721541
136,64.56329710523849
137,64.56329710523849
138,64.33030299553815
139,64.07284699368554
140,63.816125732641765
141,63.65257050280022
142,63.61628339208576
143,63.61816735757389
144,64.17583948303708
145,56.85036237916411
146,57.52224159830279
147,58.40001373424109
148,57.99084099104414
149,48.621828355480126
150,47.85410904018801
151,23.620889056733617
152,24.288329086865645
153,24.609495287060135
154,24.629097827289527
155,24.65140055203048
156,24.480414535699193
157,24.33899760643176
158,25.743794088418344
159,24.16263297229084
160,24.297256505018435
161,25.311046517224224
162,41.831729418862274
163,42.34437347344644
164,44.56618862678186
165,44.435444445010546
166,31.05997682871287
167,30.52293066432559
168,30.478612759836505
169,31.07177045238165
170,29.290098951452762
171,29.05226411733206
172,30.747866294887192
173,31.564077296720534
174,30.52274211557911
175,32.13891513351232
176,35.39599090936914
177,35.209052779768406
178,35.22436958684754
179,35.264459935243785
180,31.755654790151834
181,27.855390147874886
182,25.13331558827408
183,25.487653720538525
184,25.08249660440629
185,31.87310638712207
186,32.13727050339023
