,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,24.0,14.0,11.0,12.0,7.0,12.0,16.0,15.0,5.0,9.0,7.0,16.0,21.0,14.0,15.0,24.0,24.0,23.0,14.0,14.0,15.0,8.0,11.0,10.0,11.0,8.0,20.0,20.0,17.0,20.0
1,14.0,11.0,9.0,13.0,7.0,19.0,17.0,21.0,1.0,3.0,17.0,19.0,22.0,20.0,20.0,9.0,24.0,24.0,18.0,19.0,8.0,6.0,10.0,8.0,9.0,4.0,21.0,24.0,18.0,22.0
2,20.0,11.0,8.0,1.0,9.0,24.0,21.0,17.0,4.0,6.0,18.0,22.0,16.0,11.0,18.0,16.0,24.0,24.0,15.0,11.0,11.0,13.0,11.0,15.0,11.0,9.0,16.0,15.0,16.0,24.0
3,16.0,6.0,13.0,6.0,10.0,24.0,18.0,18.0,0.0,7.0,13.0,19.0,20.0,17.0,20.0,15.0,24.0,24.0,14.0,16.0,11.0,10.0,10.0,7.0,8.0,7.0,20.0,16.0,24.0,24.0
4,19.0,14.0,11.0,4.0,7.0,18.0,18.0,20.0,3.0,5.0,20.0,22.0,24.0,6.0,12.0,19.0,24.0,24.0,23.0,7.0,12.0,9.0,10.0,3.0,9.0,8.0,20.0,18.0,24.0,24.0
5,17.0,6.0,8.0,7.0,3.0,24.0,22.0,24.0,2.0,0.0,14.0,24.0,24.0,14.0,18.0,15.0,24.0,24.0,15.0,15.0,11.0,7.0,13.0,9.0,5.0,5.0,15.0,24.0,24.0,24.0
6,18.0,10.0,4.0,9.0,5.0,22.0,23.0,20.0,7.0,10.0,15.0,17.0,19.0,9.0,16.0,18.0,18.0,20.0,22.0,8.0,13.0,17.0,11.0,5.0,15.0,8.0,16.0,19.0,24.0,19.0
7,19.0,3.0,4.0,8.0,12.0,24.0,17.0,24.0,8.0,8.0,18.0,20.0,22.0,12.0,17.0,6.0,17.0,24.0,24.0,14.0,10.0,8.0,12.0,3.0,14.0,4.0,18.0,21.0,22.0,24.0
8,15.0,15.0,11.0,8.0,9.0,24.0,13.0,16.0,4.0,5.0,11.0,19.0,20.0,24.0,15.0,13.0,19.0,24.0,23.0,13.0,7.0,7.0,16.0,10.0,18.0,8.0,18.0,15.0,18.0,19.0
9,18.0,18.0,12.0,2.0,10.0,13.0,18.0,20.0,3.0,4.0,14.0,19.0,23.0,24.0,10.0,14.0,21.0,21.0,24.0,14.0,10.0,10.0,9.0,7.0,11.0,12.0,18.0,22.0,16.0,20.0
10,23.0,13.0,5.0,14.0,7.0,17.0,13.0,19.0,5.0,2.0,20.0,19.0,16.0,22.0,14.0,13.0,22.0,24.0,16.0,12.0,15.0,4.0,16.0,9.0,6.0,1.0,22.0,22.0,22.0,24.0
11,21.0,4.0,6.0,9.0,8.0,17.0,23.0,23.0,10.0,12.0,16.0,14.0,18.0,16.0,10.0,15.0,21.0,24.0,19.0,13.0,9.0,8.0,15.0,6.0,4.0,13.0,17.0,24.0,18.0,24.0
12,24.0,9.0,4.0,6.0,10.0,24.0,17.0,17.0,7.0,7.0,19.0,24.0,22.0,17.0,9.0,6.0,24.0,24.0,20.0,7.0,13.0,7.0,14.0,12.0,8.0,5.0,19.0,21.0,17.0,24.0
13,24.0,1.0,11.0,7.0,5.0,23.0,20.0,20.0,2.0,5.0,15.0,18.0,24.0,10.0,19.0,18.0,22.0,24.0,14.0,14.0,9.0,14.0,12.0,6.0,4.0,10.0,24.0,20.0,19.0,23.0
14,16.0,14.0,10.0,3.0,5.0,18.0,21.0,24.0,1.0,5.0,18.0,19.0,20.0,11.0,13.0,24.0,21.0,22.0,17.0,14.0,15.0,10.0,10.0,13.0,13.0,14.0,18.0,19.0,12.0,17.0
