,0
0,275.8751674013264
1,69.67113201086751
2,124.36238438899102
3,230.12218878385863
4,177.20252981483358
5,128.37084911106152
6,90.71901727988205
7,78.14928179801645
8,79.02335726066357
9,42.3051086304804
10,46.5778517995586
11,44.03179098057801
12,66.26898489626006
13,104.28588658536043
14,108.72904510288512
15,111.47597346906306
16,28.169193523885575
17,168.77818897760577
18,164.33262281578237
19,155.84738175982258
20,165.8112974539981
21,27.37052598453409
22,21.928631562200604
23,19.27311275451733
24,21.937005974767988
25,25.92328144131393
26,25.841426513523487
27,25.205271499923153
28,25.02792967741395
29,27.924244741697475
30,27.480454147675225
31,27.72680808921612
32,25.59973774466524
33,25.23301842514946
34,25.018541617940432
35,45.92274615574387
36,44.84437218897783
37,43.7936049495031
38,21.670651727926767
39,21.55944748364417
40,21.51407304108249
41,20.81866614179086
42,23.896421443333555
43,23.66131998518043
44,23.443036916139786
45,21.418401656356036
46,111.35393134053847
47,110.76274981299113
48,110.76320698544961
49,110.47240477001276
50,112.31384387444444
51,114.18081459470416
52,118.49137435125422
53,119.17270377389212
54,83.50317803137446
55,82.79301553672921
56,79.32932149666344
57,78.11216008291309
58,77.66040149013493
59,77.0094581611517
60,76.04482337337888
61,75.85497901410112
62,75.32895618484743
63,75.856067066674
64,75.06844827900525
65,74.681077398355
66,73.21247579893044
67,73.18843489054368
68,72.63819789611286
69,72.47562384515395
70,71.7115762618368
71,70.98148903749207
72,70.76430775555569
73,69.22321023044596
74,69.40349841520667
75,68.88230900159559
76,51.71666418683436
77,51.72829717089301
78,51.66558143327758
79,49.77944481556711
80,49.41999379222919
81,43.121751084829725
82,42.79578446757009
83,42.61150480366063
84,43.02953350385959
85,43.14178292991692
86,42.7587252062773
87,43.288811463020956
88,43.06352708192291
89,43.026848757128796
90,42.93629580620606
91,42.6575070895789
92,42.887555082572455
93,45.27384317848174
94,44.422683658864976
95,44.21409201750064
96,43.73067950436576
97,43.60746220584221
98,65.28196082010116
99,63.2528121517558
100,62.431249123568854
101,62.43150154269005
102,62.19071239029251
103,85.40791379428546
104,78.78322816945888
105,78.71738237423415
106,80.44224904930053
107,80.25860415446014
108,79.78548143168484
109,79.34512343099988
110,78.56036151228815
111,77.96468451076557
112,77.72259644201021
113,78.02650321479389
114,77.44370721693899
115,77.15495928196053
116,77.16013051632272
117,77.02627993426307
118,76.41929638103687
119,77.07756295766076
120,77.95852673798765
121,77.6503040714368
122,77.4899791983524
123,77.43076720698305
124,77.13514103710749
125,77.26218592361175
126,77.11443408650304
127,20.23544003366564
128,20.18976799349295
129,20.160766812285715
130,20.070590247928777
131,20.07786421869374
132,20.24210404491224
133,20.12597343158833
134,20.913059203342016
135,20.929427144528244
136,20.950946630503402
137,20.90851926005661
138,20.832215293312306
139,21.51925971832936
140,21.404148759254596
141,21.31028377759052
142,21.38045879699855
143,21.38045879699855
144,21.38183888029331
145,21.557192492784267
146,21.110965023713394
147,21.04094123863735
148,20.98666354665219
149,20.985153531877415
150,20.93817468185347
151,20.85516156092137
152,20.969783677351003
153,20.793811768763543
154,20.88495759070183
155,20.945486139397552
156,20.915659718037542
157,20.88192204568827
158,20.82782679445146
159,20.771712558840616
160,20.36376304353224
161,20.25562741099068
162,20.227373679479896
163,20.29361826897328
164,20.15246297439532
165,20.00330140145563
166,19.940183931971077
167,20.237784335465793
168,20.206766433462477
169,20.16036057178816
170,20.06605356977784
171,19.65383995062903
172,19.556895333305302
173,19.406044625984297
174,19.804344285370522
175,20.03093299411271
176,20.14037060785867
177,20.107777154891803
178,20.002921758371794
179,19.90986447159821
180,19.84659374511626
181,19.776759505505108
182,19.76984387201936
183,19.42805081893625
184,19.41737632557899
185,18.770976439172994
186,18.523917019114528
187,18.73054014948354
188,18.672649552637964
189,18.643049789716002
190,18.584957985811496
191,18.59218863314193
192,18.66873279352755
193,18.70794232319001
194,17.8271162294648
195,17.77458001863194
196,17.755739803613658
197,18.135800409555564
198,18.126927676252482
199,18.059352413650235
200,17.961081342507075
201,18.07078867489082
202,18.212991614146425
203,18.138045730912857
204,19.226006074409188
205,19.296301155618877
206,19.24111897332445
207,19.197653316670866
208,19.54433027992046
209,22.111784314034367
210,21.891941481478327
211,21.832267438621745
212,22.001420262124437
213,22.011045206401626
214,21.9916282387095
215,22.055651524201185
216,21.98639158477208
217,21.962698339585213
218,21.962698339585213
219,21.898426163270056
220,21.862685021390575
221,21.8440114852321
222,21.886430175746554
223,21.95996449087999
224,21.935581119182253
225,21.948701612717024
226,21.84206554752552
227,21.786644805287832
228,21.930933615683678
229,21.71728436923299
230,23.34863067756713
231,21.401141837474267
232,21.353266562272182
233,20.947822169141254
234,20.883695980158368
235,20.90376185251546
236,20.87415824607481
237,21.500638834626628
238,21.414241359271106
239,21.348534280396233
240,21.354038086342612
241,21.318974082762434
242,21.327833962184933
243,21.32382695851351
244,21.32382695851351
245,21.356859484189656
246,21.338491068622393
247,21.586870693797703
248,21.447072935976692
249,21.413189075788424
250,21.413189075788424
251,21.415306729518072
252,21.393469498132223
253,21.3804583923027
254,21.316794301338234
255,21.94349891959824
256,21.919398821978188
257,21.929014727309056
258,21.87323859594808
259,21.912357801838088
260,21.918645354140736
261,22.037700070260442
262,21.995883152827542
263,21.9944361133375
264,20.81230545499918
265,20.807886201761928
266,20.783311158418435
267,22.729294212413247
268,22.729294212413247
269,22.720595136209834
270,22.652955666622628
271,22.728820960114103
272,22.728820960114096
273,22.74872403560979
274,22.74872403560979
275,33.31729769199748
276,33.31729769199748
277,32.74484094257294
278,33.05269146817541
279,32.954098949774874
280,32.952916805897466
281,32.99128614660693
282,32.846725673476634
283,32.666464257718985
284,32.54210930743608
285,32.47883594386194
286,19.748326869420733
287,19.697188265578852
288,19.639870950849723
289,19.647588616835204
290,19.647588616835204
291,19.647588616835204
292,19.60217477274784
293,19.609411463728634
294,19.667134520749876
295,19.697799775174488
296,19.710858723496163
297,19.658247056986948
298,19.920227474015185
299,19.899415968718795
