,0
0,346.6446463940747
1,281.0627885642723
2,289.9748524977597
3,266.601522427851
4,241.01793302209595
5,233.36003537008
6,232.91651619361176
7,220.7185814818033
8,228.77730881804894
9,209.808496842513
10,195.20279051523258
11,192.3779903205113
12,189.43352515789834
13,184.43881267344216
14,174.87969499066884
15,159.3878295961639
16,148.49914462647305
17,140.12646203089042
18,135.18953198360404
19,148.76297158832696
20,154.7822919742237
21,154.31332194615203
22,151.90588497629344
23,157.28326463988753
24,149.62856386698695
25,146.7585280602969
26,155.1064247551021
27,144.65938491492872
28,145.09329413292653
29,141.7595383531088
30,144.2031850948187
31,144.96387315314934
32,144.32616915890267
33,140.3154498151713
34,138.07199208891933
35,133.44394038652848
36,131.04284118608848
37,132.79457736804608
38,130.49863865501277
39,126.48133613400383
40,133.00398496093572
41,133.51313723232903
42,130.31557855898743
43,124.99769319675346
44,124.90436232539571
45,125.63658342260149
46,122.40215433828777
47,120.57658251808871
48,123.39099502676645
49,122.86238010822427
50,120.61010825655826
51,118.99977356461169
52,118.84099083489102
53,117.2742502896261
54,116.57272517407979
55,125.53948071964417
56,120.07783922558116
57,119.61640982290052
58,123.99262311231173
59,122.39406774814512
60,120.2845320703718
61,118.84956165846893
62,123.28662923823724
63,121.79981467444149
64,123.24297146261226
65,122.17452445033648
66,121.71552434573947
67,120.6053158313358
68,120.6053158313358
69,123.87688999847877
70,123.22396944600757
71,122.45717158573466
72,121.09318319642931
73,119.55202731565082
74,119.03872929281934
75,118.1088995134628
76,116.6462701438457
77,119.54571117818817
78,120.57645481863938
79,120.72433232721926
80,123.39880954161013
81,121.61680921487863
82,122.00480000130509
83,121.80379125758651
84,121.07875946054206
85,126.58820333888085
86,124.63028542490257
87,123.66171474919418
88,123.74529375629682
89,122.41650257482769
90,120.26181024419915
91,121.2011158663423
92,122.88240150043762
93,120.83178123865156
94,119.62812974340143
95,121.44625832370869
96,123.48621157891563
97,122.88139661516884
98,120.2537513033505
99,119.66173061572414
100,119.61108595406887
101,119.01357753458302
102,118.01546442265123
103,117.76359954582006
104,118.61821444032537
105,118.89620503844003
106,118.88597200171763
107,117.62946128160566
108,115.56214141100456
109,115.71518159040097
110,116.2088857725985
111,115.40921626200637
112,114.823160183132
113,115.37679503093429
114,114.9551294862105
115,115.8026611865787
116,115.13539128352872
117,114.45876529351645
118,113.59970270171064
119,113.74817846985715
120,114.43889220080409
121,115.51676130205972
122,115.20297624913111
123,116.20510995691662
124,115.64604174752772
125,112.8934194782012
126,112.8934194782012
127,112.84379486810118
128,112.33737241047822
129,117.23519526629104
130,117.21606059612063
131,119.22132472545937
132,118.75493233503202
133,119.20819631325863
134,122.51418033249497
135,121.51679721632419
136,121.51679721632419
137,120.58664071309927
138,119.40284892932907
139,118.795870720921
140,118.795870720921
141,118.71787315225016
142,119.92870054235567
143,119.38152932107884
144,119.89050228294059
145,119.36749545691609
146,117.90710900638486
147,118.25505846034085
148,116.5528278035928
149,116.05543541794464
150,115.28910935210548
151,115.28910935210548
152,115.28910935210548
153,113.2481260253531
154,112.72784354017098
155,112.66112801123427
156,112.48820976064361
157,111.66098967846145
158,111.65496917231452
159,112.44025870519859
160,113.6434983748432
161,112.99809958459245
162,112.9525834857597
163,112.9525834857597
164,112.73166891399363
165,116.48234659278934
166,116.08070200818673
167,116.5679369277974
168,116.5679369277974
169,115.44496592726198
170,115.44496592726198
171,115.4376188421389
172,115.43724727548786
173,116.27255921343179
174,114.92043121672499
175,114.82935473981583
176,114.20047961989927
177,114.00896353466588
178,114.70376005703265
179,114.95146360285393
180,114.88411059379216
181,112.8067665626364
182,112.8067665626364
183,112.4677877671196
184,113.26284946842206
185,113.5216926146995
186,113.40636875211233
187,112.82957253759858
188,113.098133380418
189,112.63322431625477
190,112.93871293006647
191,112.83812335979673
192,112.4577717288952
193,112.4577717288952
194,111.84284369517728
195,110.92152769222687
196,111.74851954322219
197,112.06786442456855
198,112.36913696528798
199,112.01285401894278
200,111.48618739237006
201,110.3869013837882
202,109.79649317717632
203,109.73975066635602
204,109.15860681445187
205,106.9239286151587
206,106.22483017073354
207,105.83928145292515
208,105.04658383108728
209,105.04658383108728
210,104.75585963475828
211,104.07699627217313
212,103.3256996557488
213,103.34563552812108
214,100.69441884647502
215,100.3027350351133
216,100.30029737986605
217,100.20800562298645
218,101.87390343142341
219,101.49670012047028
220,100.55909233133043
221,100.55348135079066
222,100.31706582676324
223,99.9498268129153
224,99.9498268129153
225,100.09863285456497
226,99.674828587325
227,99.61544965768601
228,99.49209536287206
229,99.8366331974243
230,99.18311789555942
231,99.0629611164351
232,98.76508110657063
233,98.68855326826129
234,99.10663538366366
235,98.83862578870627
236,96.54956987107386
237,96.09053300318627
238,95.76569878999788
239,96.77997110167297
240,96.45678293141518
241,95.59989231757062
242,95.59989231757062
243,95.3623221284421
244,95.3623221284421
245,95.07855205547796
