,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
0,13.0,17.0,18.0,12.0,12.0,14.0,24.0,14.0,9.0,17.0,8.0,14.0,24.0,24.0,23.0,24.0,22.0,7.0,10.0,11.0,7.0,2.0,11.0,19.0,21.0,16.0,18.0,15.0,9.0,12.0,11.0,12.0,12.0,24.0,24.0
1,8.0,6.0,11.0,15.0,22.0,24.0,24.0,19.0,12.0,8.0,11.0,16.0,24.0,20.0,24.0,24.0,23.0,11.0,5.0,6.0,11.0,6.0,6.0,7.0,24.0,24.0,24.0,11.0,24.0,16.0,21.0,15.0,10.0,12.0,6.0
2,12.0,8.0,24.0,6.0,19.0,17.0,24.0,8.0,24.0,10.0,13.0,7.0,24.0,24.0,24.0,24.0,19.0,20.0,3.0,6.0,8.0,3.0,3.0,17.0,18.0,24.0,16.0,21.0,24.0,8.0,22.0,8.0,6.0,19.0,17.0
3,5.0,19.0,12.0,16.0,19.0,17.0,22.0,7.0,10.0,18.0,14.0,13.0,24.0,24.0,24.0,24.0,18.0,18.0,4.0,13.0,3.0,6.0,4.0,18.0,15.0,16.0,24.0,19.0,24.0,17.0,14.0,12.0,10.0,13.0,14.0
4,16.0,15.0,8.0,19.0,16.0,12.0,24.0,10.0,20.0,5.0,16.0,11.0,24.0,24.0,24.0,23.0,23.0,9.0,16.0,4.0,5.0,3.0,6.0,21.0,12.0,19.0,20.0,21.0,18.0,8.0,13.0,16.0,9.0,16.0,24.0
5,20.0,8.0,24.0,15.0,12.0,7.0,24.0,7.0,24.0,10.0,11.0,10.0,24.0,24.0,24.0,24.0,15.0,6.0,19.0,9.0,7.0,5.0,14.0,15.0,7.0,24.0,20.0,17.0,22.0,14.0,12.0,3.0,16.0,14.0,23.0
6,21.0,5.0,24.0,9.0,5.0,22.0,24.0,7.0,18.0,18.0,16.0,18.0,22.0,11.0,24.0,24.0,22.0,14.0,5.0,10.0,5.0,0.0,3.0,20.0,23.0,24.0,20.0,12.0,24.0,17.0,6.0,15.0,14.0,4.0,24.0
7,18.0,12.0,3.0,17.0,24.0,18.0,18.0,11.0,17.0,12.0,12.0,17.0,22.0,19.0,20.0,22.0,17.0,15.0,8.0,9.0,13.0,12.0,14.0,10.0,17.0,24.0,15.0,10.0,20.0,13.0,17.0,21.0,10.0,11.0,12.0
8,24.0,8.0,12.0,9.0,9.0,24.0,24.0,6.0,24.0,21.0,24.0,4.0,13.0,18.0,24.0,21.0,22.0,23.0,5.0,3.0,6.0,14.0,16.0,10.0,13.0,10.0,24.0,15.0,21.0,23.0,9.0,10.0,6.0,11.0,24.0
9,24.0,9.0,9.0,10.0,12.0,22.0,24.0,17.0,19.0,18.0,24.0,6.0,16.0,10.0,24.0,24.0,17.0,24.0,5.0,4.0,6.0,17.0,10.0,15.0,18.0,10.0,24.0,8.0,24.0,24.0,10.0,9.0,11.0,4.0,22.0
10,11.0,22.0,4.0,7.0,22.0,20.0,24.0,11.0,13.0,12.0,18.0,9.0,23.0,24.0,24.0,24.0,24.0,24.0,1.0,6.0,1.0,4.0,6.0,16.0,13.0,24.0,23.0,16.0,24.0,24.0,7.0,17.0,9.0,8.0,15.0
11,21.0,9.0,13.0,15.0,15.0,22.0,15.0,17.0,16.0,21.0,15.0,10.0,15.0,16.0,16.0,19.0,18.0,24.0,10.0,9.0,8.0,14.0,20.0,12.0,12.0,14.0,15.0,15.0,24.0,17.0,15.0,17.0,2.0,12.0,17.0
12,12.0,16.0,15.0,22.0,18.0,14.0,13.0,18.0,13.0,8.0,17.0,14.0,23.0,17.0,15.0,22.0,23.0,15.0,13.0,10.0,6.0,1.0,20.0,9.0,19.0,20.0,16.0,17.0,14.0,14.0,8.0,10.0,18.0,20.0,20.0
13,24.0,11.0,10.0,9.0,8.0,24.0,24.0,5.0,21.0,24.0,24.0,7.0,9.0,20.0,20.0,24.0,24.0,23.0,5.0,4.0,4.0,10.0,17.0,1.0,11.0,18.0,22.0,23.0,24.0,24.0,6.0,6.0,11.0,9.0,24.0
14,11.0,18.0,13.0,10.0,21.0,13.0,24.0,18.0,11.0,8.0,12.0,13.0,24.0,24.0,24.0,24.0,24.0,5.0,4.0,15.0,8.0,2.0,14.0,16.0,10.0,23.0,13.0,24.0,24.0,21.0,10.0,7.0,11.0,7.0,24.0
