,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
0,15.0,15.0,7.0,6.0,9.0,20.0,24.0,12.0,20.0,24.0,11.0,10.0,24.0,21.0,24.0,13.0,13.0,15.0,7.0,3.0,24.0,16.0,9.0,20.0,20.0,5.0,8.0,22.0,22.0,10.0,14.0,24.0,5.0,8.0,4.0
1,0.0,1.0,20.0,14.0,23.0,17.0,21.0,18.0,10.0,15.0,17.0,17.0,24.0,12.0,3.0,6.0,8.0,24.0,24.0,19.0,21.0,15.0,18.0,15.0,20.0,13.0,0.0,20.0,23.0,22.0,24.0,8.0,5.0,2.0,5.0
2,5.0,8.0,17.0,13.0,5.0,24.0,24.0,6.0,9.0,24.0,14.0,24.0,24.0,5.0,24.0,7.0,20.0,9.0,12.0,19.0,22.0,18.0,23.0,21.0,6.0,11.0,1.0,23.0,19.0,7.0,24.0,17.0,15.0,2.0,2.0
3,12.0,1.0,5.0,17.0,15.0,22.0,24.0,14.0,8.0,9.0,24.0,23.0,23.0,10.0,2.0,5.0,11.0,24.0,20.0,24.0,24.0,14.0,24.0,24.0,5.0,8.0,3.0,22.0,23.0,8.0,24.0,23.0,4.0,5.0,0.0
4,5.0,6.0,16.0,11.0,22.0,23.0,13.0,20.0,16.0,15.0,18.0,18.0,14.0,5.0,14.0,3.0,11.0,20.0,19.0,24.0,17.0,21.0,18.0,18.0,7.0,14.0,7.0,20.0,22.0,14.0,19.0,16.0,0.0,5.0,13.0
5,15.0,14.0,12.0,10.0,17.0,17.0,11.0,18.0,4.0,19.0,13.0,23.0,24.0,12.0,24.0,16.0,18.0,4.0,16.0,6.0,23.0,13.0,11.0,24.0,24.0,5.0,2.0,23.0,20.0,2.0,9.0,24.0,20.0,10.0,1.0
6,0.0,0.0,22.0,16.0,22.0,16.0,20.0,18.0,16.0,15.0,17.0,17.0,18.0,17.0,9.0,14.0,7.0,18.0,19.0,12.0,11.0,24.0,17.0,11.0,12.0,15.0,12.0,15.0,24.0,8.0,21.0,17.0,8.0,10.0,6.0
7,13.0,18.0,7.0,8.0,18.0,18.0,14.0,16.0,12.0,11.0,18.0,20.0,24.0,16.0,24.0,11.0,9.0,15.0,12.0,9.0,21.0,10.0,12.0,11.0,18.0,22.0,8.0,16.0,16.0,15.0,15.0,13.0,14.0,11.0,9.0
8,11.0,9.0,13.0,11.0,15.0,24.0,13.0,16.0,15.0,11.0,13.0,23.0,23.0,24.0,20.0,11.0,17.0,8.0,13.0,3.0,24.0,10.0,18.0,6.0,19.0,17.0,8.0,24.0,14.0,22.0,17.0,14.0,1.0,11.0,6.0
9,11.0,7.0,3.0,4.0,24.0,24.0,23.0,19.0,7.0,8.0,19.0,24.0,24.0,5.0,24.0,11.0,15.0,13.0,17.0,11.0,24.0,12.0,24.0,7.0,19.0,9.0,7.0,24.0,14.0,23.0,8.0,24.0,6.0,4.0,6.0
10,9.0,3.0,5.0,11.0,20.0,24.0,24.0,13.0,12.0,7.0,24.0,21.0,24.0,3.0,2.0,4.0,15.0,24.0,24.0,24.0,22.0,16.0,24.0,13.0,19.0,6.0,2.0,24.0,24.0,22.0,3.0,24.0,4.0,4.0,4.0
11,5.0,8.0,3.0,9.0,23.0,24.0,24.0,12.0,16.0,10.0,16.0,24.0,23.0,11.0,3.0,7.0,3.0,24.0,24.0,24.0,24.0,15.0,21.0,12.0,3.0,24.0,3.0,20.0,22.0,15.0,24.0,19.0,5.0,1.0,3.0
12,19.0,9.0,8.0,17.0,12.0,11.0,20.0,15.0,13.0,12.0,17.0,20.0,24.0,17.0,22.0,4.0,17.0,16.0,4.0,16.0,24.0,10.0,10.0,13.0,20.0,14.0,11.0,24.0,14.0,9.0,18.0,21.0,8.0,7.0,8.0
13,15.0,16.0,4.0,9.0,18.0,19.0,15.0,15.0,15.0,16.0,15.0,16.0,24.0,13.0,24.0,6.0,17.0,18.0,13.0,5.0,24.0,14.0,13.0,24.0,9.0,11.0,7.0,19.0,8.0,17.0,19.0,21.0,8.0,7.0,10.0
14,9.0,9.0,2.0,21.0,12.0,21.0,22.0,24.0,7.0,9.0,23.0,14.0,24.0,5.0,13.0,8.0,5.0,24.0,17.0,24.0,24.0,22.0,24.0,11.0,8.0,6.0,7.0,22.0,21.0,19.0,20.0,19.0,1.0,6.0,1.0
15,2.0,5.0,4.0,24.0,13.0,24.0,24.0,21.0,6.0,9.0,17.0,24.0,24.0,5.0,20.0,10.0,8.0,24.0,5.0,24.0,24.0,16.0,23.0,17.0,4.0,12.0,6.0,15.0,24.0,15.0,24.0,15.0,11.0,2.0,3.0
16,16.0,13.0,14.0,7.0,5.0,22.0,19.0,15.0,15.0,18.0,16.0,17.0,20.0,12.0,14.0,14.0,16.0,14.0,16.0,10.0,18.0,14.0,21.0,20.0,11.0,12.0,6.0,24.0,14.0,15.0,11.0,17.0,7.0,11.0,10.0
17,11.0,20.0,11.0,12.0,6.0,20.0,16.0,15.0,13.0,17.0,14.0,18.0,24.0,17.0,24.0,10.0,11.0,3.0,20.0,11.0,18.0,14.0,24.0,12.0,10.0,17.0,7.0,20.0,13.0,17.0,19.0,12.0,12.0,10.0,6.0
18,1.0,1.0,20.0,14.0,22.0,18.0,20.0,12.0,14.0,19.0,16.0,16.0,24.0,12.0,6.0,6.0,7.0,24.0,24.0,17.0,15.0,24.0,23.0,7.0,14.0,13.0,6.0,19.0,21.0,17.0,24.0,21.0,4.0,1.0,2.0
19,15.0,10.0,11.0,11.0,9.0,16.0,24.0,15.0,11.0,19.0,21.0,16.0,19.0,20.0,9.0,9.0,24.0,8.0,10.0,16.0,20.0,13.0,16.0,18.0,11.0,14.0,10.0,10.0,21.0,17.0,17.0,16.0,2.0,21.0,5.0
20,6.0,0.0,20.0,23.0,0.0,24.0,23.0,11.0,21.0,3.0,20.0,23.0,23.0,12.0,6.0,4.0,4.0,24.0,23.0,23.0,10.0,21.0,20.0,14.0,14.0,19.0,4.0,24.0,21.0,20.0,18.0,19.0,3.0,2.0,2.0
21,15.0,2.0,13.0,24.0,18.0,12.0,12.0,17.0,18.0,10.0,16.0,21.0,19.0,9.0,12.0,11.0,17.0,15.0,15.0,17.0,17.0,21.0,13.0,9.0,13.0,15.0,14.0,20.0,13.0,17.0,9.0,16.0,14.0,4.0,16.0
22,0.0,2.0,22.0,15.0,20.0,17.0,20.0,13.0,13.0,14.0,17.0,22.0,22.0,13.0,9.0,6.0,7.0,21.0,19.0,21.0,14.0,21.0,24.0,10.0,17.0,14.0,2.0,20.0,21.0,18.0,21.0,7.0,7.0,4.0,11.0
23,4.0,6.0,15.0,14.0,20.0,21.0,16.0,15.0,17.0,12.0,19.0,16.0,22.0,3.0,18.0,6.0,14.0,15.0,19.0,21.0,10.0,17.0,19.0,10.0,16.0,15.0,15.0,14.0,18.0,14.0,8.0,20.0,16.0,11.0,8.0
24,4.0,3.0,12.0,8.0,24.0,24.0,21.0,14.0,17.0,15.0,24.0,12.0,19.0,6.0,7.0,10.0,4.0,24.0,24.0,21.0,14.0,24.0,22.0,10.0,13.0,16.0,3.0,22.0,23.0,19.0,18.0,20.0,1.0,3.0,3.0
25,16.0,16.0,4.0,11.0,8.0,17.0,24.0,24.0,6.0,10.0,24.0,13.0,24.0,6.0,15.0,7.0,6.0,17.0,21.0,24.0,24.0,22.0,24.0,8.0,6.0,8.0,10.0,24.0,20.0,15.0,16.0,23.0,2.0,5.0,4.0
26,2.0,4.0,21.0,20.0,24.0,12.0,13.0,20.0,15.0,17.0,16.0,15.0,18.0,13.0,8.0,12.0,12.0,22.0,13.0,16.0,16.0,14.0,11.0,17.0,21.0,17.0,6.0,24.0,17.0,16.0,12.0,13.0,9.0,11.0,7.0
27,23.0,8.0,7.0,12.0,20.0,9.0,17.0,15.0,11.0,12.0,18.0,21.0,24.0,14.0,12.0,13.0,14.0,18.0,14.0,11.0,21.0,11.0,19.0,17.0,12.0,18.0,4.0,15.0,12.0,16.0,17.0,11.0,17.0,17.0,4.0
