,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
68,11.0,12.0,13.0,7.0,20.0,20.0,20.0,2.0,3.0,3.0,19.0,18.0,20.0,22.0,22.0,1.0,10.0,9.0,13.0,21.0,21.0,22.0,15.0
69,13.0,13.0,11.0,10.0,18.0,20.0,18.0,5.0,9.0,4.0,18.0,14.0,17.0,21.0,21.0,0.0,4.0,9.0,9.0,22.0,22.0,23.0,23.0
70,18.0,15.0,15.0,13.0,15.0,13.0,14.0,14.0,15.0,10.0,13.0,13.0,11.0,17.0,16.0,9.0,10.0,8.0,12.0,17.0,18.0,19.0,19.0
71,10.0,9.0,12.0,12.0,20.0,20.0,20.0,4.0,0.0,2.0,19.0,18.0,19.0,23.0,24.0,3.0,3.0,8.0,11.0,22.0,21.0,21.0,23.0
72,14.0,10.0,13.0,10.0,20.0,18.0,18.0,9.0,8.0,3.0,17.0,15.0,16.0,21.0,20.0,4.0,7.0,11.0,12.0,17.0,21.0,21.0,19.0
73,11.0,9.0,13.0,10.0,20.0,20.0,20.0,4.0,3.0,3.0,20.0,17.0,20.0,21.0,21.0,1.0,11.0,12.0,13.0,20.0,20.0,21.0,14.0
74,16.0,15.0,16.0,14.0,15.0,13.0,14.0,14.0,15.0,13.0,13.0,13.0,14.0,13.0,14.0,13.0,13.0,12.0,11.0,15.0,14.0,17.0,17.0
75,22.0,16.0,20.0,10.0,13.0,9.0,13.0,16.0,12.0,13.0,15.0,12.0,6.0,17.0,18.0,10.0,4.0,8.0,15.0,14.0,13.0,24.0,24.0
76,9.0,8.0,13.0,8.0,22.0,21.0,22.0,2.0,1.0,2.0,21.0,18.0,18.0,23.0,24.0,0.0,7.0,7.0,11.0,23.0,23.0,23.0,18.0
77,16.0,14.0,15.0,14.0,15.0,15.0,14.0,12.0,12.0,11.0,14.0,14.0,15.0,16.0,15.0,12.0,14.0,11.0,12.0,13.0,16.0,17.0,17.0
78,21.0,15.0,15.0,15.0,12.0,14.0,11.0,16.0,14.0,11.0,12.0,12.0,10.0,17.0,17.0,1.0,9.0,9.0,10.0,20.0,19.0,22.0,22.0
79,15.0,12.0,15.0,13.0,16.0,16.0,16.0,10.0,10.0,8.0,17.0,16.0,14.0,16.0,18.0,6.0,15.0,13.0,11.0,18.0,19.0,16.0,14.0
80,17.0,11.0,12.0,12.0,17.0,17.0,17.0,10.0,9.0,8.0,14.0,15.0,15.0,19.0,19.0,5.0,11.0,11.0,11.0,16.0,20.0,20.0,18.0
81,15.0,15.0,15.0,15.0,14.0,15.0,14.0,15.0,14.0,13.0,13.0,14.0,12.0,14.0,14.0,13.0,14.0,14.0,14.0,13.0,15.0,14.0,15.0
82,12.0,10.0,14.0,10.0,19.0,18.0,20.0,7.0,5.0,5.0,18.0,16.0,17.0,21.0,20.0,4.0,9.0,12.0,11.0,19.0,19.0,22.0,16.0
83,11.0,8.0,12.0,7.0,22.0,21.0,22.0,2.0,1.0,2.0,20.0,18.0,21.0,23.0,22.0,1.0,12.0,9.0,13.0,20.0,21.0,22.0,14.0
84,15.0,11.0,9.0,10.0,19.0,19.0,20.0,2.0,4.0,9.0,17.0,15.0,20.0,21.0,21.0,3.0,5.0,10.0,8.0,21.0,21.0,23.0,21.0
85,14.0,6.0,8.0,5.0,23.0,23.0,24.0,3.0,2.0,5.0,19.0,18.0,16.0,23.0,23.0,2.0,2.0,9.0,8.0,24.0,21.0,24.0,22.0
86,10.0,11.0,12.0,8.0,20.0,21.0,21.0,2.0,3.0,3.0,18.0,17.0,20.0,23.0,23.0,1.0,8.0,11.0,14.0,21.0,21.0,21.0,15.0
87,18.0,16.0,12.0,14.0,16.0,15.0,12.0,6.0,14.0,9.0,13.0,15.0,16.0,16.0,20.0,7.0,8.0,10.0,7.0,18.0,18.0,23.0,21.0
88,20.0,15.0,18.0,10.0,13.0,14.0,13.0,13.0,12.0,12.0,17.0,11.0,8.0,18.0,18.0,8.0,3.0,8.0,14.0,17.0,15.0,23.0,24.0
89,14.0,6.0,10.0,12.0,20.0,21.0,20.0,3.0,5.0,5.0,17.0,15.0,20.0,22.0,22.0,0.0,13.0,10.0,9.0,22.0,20.0,22.0,16.0
90,22.0,14.0,14.0,12.0,16.0,14.0,11.0,14.0,13.0,12.0,11.0,12.0,13.0,17.0,17.0,6.0,6.0,8.0,9.0,18.0,20.0,22.0,23.0
91,18.0,16.0,17.0,14.0,12.0,12.0,14.0,14.0,14.0,10.0,12.0,14.0,13.0,16.0,16.0,11.0,10.0,10.0,11.0,16.0,14.0,20.0,20.0
92,16.0,15.0,14.0,13.0,15.0,14.0,16.0,14.0,14.0,9.0,13.0,13.0,12.0,17.0,17.0,9.0,11.0,9.0,11.0,17.0,16.0,19.0,20.0
93,9.0,11.0,10.0,11.0,21.0,22.0,19.0,2.0,2.0,1.0,22.0,18.0,18.0,23.0,23.0,1.0,7.0,7.0,13.0,24.0,21.0,24.0,15.0
94,18.0,12.0,15.0,13.0,14.0,14.0,17.0,14.0,13.0,8.0,15.0,13.0,13.0,17.0,16.0,9.0,10.0,12.0,11.0,18.0,15.0,19.0,18.0
95,13.0,8.0,9.0,12.0,20.0,22.0,19.0,2.0,2.0,4.0,19.0,17.0,18.0,24.0,23.0,4.0,6.0,5.0,10.0,23.0,20.0,24.0,20.0
96,15.0,12.0,14.0,10.0,16.0,20.0,16.0,8.0,10.0,6.0,18.0,12.0,14.0,20.0,21.0,7.0,6.0,11.0,10.0,18.0,15.0,23.0,22.0
97,15.0,13.0,15.0,14.0,16.0,15.0,15.0,14.0,12.0,12.0,13.0,14.0,13.0,15.0,16.0,11.0,12.0,15.0,12.0,14.0,15.0,18.0,15.0
98,14.0,9.0,9.0,12.0,18.0,20.0,21.0,7.0,3.0,2.0,18.0,18.0,14.0,24.0,23.0,3.0,6.0,7.0,10.0,20.0,23.0,22.0,21.0
99,13.0,11.0,13.0,10.0,18.0,18.0,20.0,5.0,4.0,3.0,18.0,19.0,19.0,20.0,21.0,3.0,11.0,11.0,12.0,20.0,20.0,20.0,15.0
100,12.0,10.0,12.0,8.0,21.0,21.0,19.0,1.0,1.0,2.0,22.0,15.0,20.0,24.0,24.0,1.0,3.0,9.0,11.0,23.0,23.0,23.0,19.0
101,14.0,11.0,10.0,11.0,19.0,19.0,19.0,3.0,5.0,1.0,21.0,18.0,17.0,21.0,23.0,2.0,6.0,14.0,11.0,21.0,20.0,21.0,17.0
102,11.0,7.0,10.0,7.0,22.0,24.0,22.0,1.0,1.0,2.0,23.0,19.0,17.0,23.0,23.0,1.0,6.0,5.0,14.0,23.0,22.0,23.0,18.0
103,13.0,7.0,11.0,11.0,19.0,19.0,23.0,0.0,0.0,3.0,23.0,19.0,18.0,24.0,22.0,0.0,4.0,11.0,12.0,23.0,23.0,23.0,16.0
104,16.0,14.0,15.0,13.0,15.0,16.0,14.0,12.0,10.0,10.0,14.0,14.0,15.0,17.0,17.0,10.0,11.0,12.0,14.0,15.0,16.0,18.0,16.0
105,15.0,7.0,13.0,8.0,19.0,19.0,22.0,5.0,1.0,3.0,18.0,19.0,19.0,22.0,22.0,1.0,9.0,9.0,12.0,21.0,22.0,21.0,17.0
106,16.0,10.0,14.0,10.0,18.0,17.0,18.0,5.0,8.0,4.0,19.0,14.0,16.0,21.0,22.0,2.0,13.0,13.0,12.0,18.0,19.0,18.0,17.0
107,9.0,11.0,12.0,10.0,20.0,21.0,20.0,3.0,2.0,3.0,21.0,17.0,20.0,21.0,22.0,1.0,9.0,15.0,10.0,20.0,20.0,20.0,17.0
108,15.0,16.0,15.0,15.0,13.0,14.0,15.0,14.0,13.0,13.0,13.0,14.0,12.0,15.0,15.0,13.0,13.0,12.0,12.0,14.0,14.0,17.0,17.0
109,14.0,13.0,12.0,9.0,19.0,19.0,17.0,3.0,6.0,4.0,18.0,16.0,18.0,22.0,22.0,5.0,4.0,8.0,9.0,22.0,20.0,22.0,22.0
110,12.0,8.0,11.0,8.0,21.0,22.0,21.0,0.0,1.0,1.0,22.0,20.0,21.0,22.0,22.0,1.0,9.0,11.0,12.0,22.0,21.0,23.0,13.0
111,11.0,9.0,11.0,9.0,22.0,19.0,22.0,1.0,0.0,3.0,22.0,17.0,19.0,24.0,23.0,1.0,6.0,8.0,12.0,22.0,23.0,22.0,18.0
112,16.0,15.0,16.0,11.0,15.0,15.0,15.0,13.0,12.0,11.0,13.0,13.0,11.0,17.0,19.0,7.0,11.0,10.0,12.0,17.0,16.0,19.0,20.0
113,18.0,13.0,13.0,12.0,13.0,17.0,17.0,11.0,10.0,9.0,16.0,15.0,13.0,17.0,18.0,9.0,10.0,12.0,11.0,16.0,16.0,20.0,18.0
114,16.0,15.0,15.0,15.0,14.0,14.0,14.0,16.0,14.0,13.0,12.0,13.0,12.0,14.0,15.0,13.0,13.0,13.0,13.0,14.0,14.0,16.0,16.0
115,13.0,6.0,12.0,12.0,22.0,22.0,16.0,12.0,2.0,4.0,22.0,5.0,19.0,22.0,23.0,4.0,2.0,8.0,7.0,21.0,23.0,24.0,23.0
116,18.0,16.0,15.0,13.0,14.0,13.0,14.0,15.0,16.0,14.0,12.0,12.0,10.0,16.0,14.0,11.0,10.0,11.0,12.0,14.0,16.0,19.0,19.0
117,15.0,10.0,15.0,11.0,19.0,17.0,16.0,8.0,6.0,6.0,17.0,17.0,16.0,20.0,19.0,5.0,9.0,10.0,11.0,19.0,19.0,20.0,19.0
118,19.0,16.0,14.0,14.0,12.0,14.0,14.0,11.0,10.0,10.0,15.0,12.0,14.0,18.0,19.0,3.0,12.0,10.0,11.0,16.0,17.0,22.0,21.0
119,14.0,14.0,14.0,10.0,17.0,17.0,17.0,8.0,12.0,7.0,13.0,17.0,16.0,17.0,19.0,6.0,13.0,12.0,9.0,18.0,19.0,20.0,15.0
120,11.0,13.0,12.0,7.0,21.0,21.0,18.0,3.0,5.0,3.0,21.0,14.0,19.0,22.0,22.0,1.0,1.0,9.0,10.0,24.0,24.0,23.0,20.0
121,11.0,12.0,13.0,7.0,20.0,20.0,20.0,1.0,4.0,3.0,19.0,19.0,20.0,22.0,21.0,1.0,12.0,10.0,14.0,20.0,19.0,22.0,14.0
122,13.0,9.0,13.0,9.0,19.0,20.0,20.0,3.0,1.0,1.0,20.0,19.0,21.0,23.0,21.0,1.0,12.0,13.0,12.0,20.0,20.0,21.0,13.0
123,16.0,11.0,13.0,8.0,18.0,19.0,18.0,8.0,6.0,6.0,19.0,13.0,16.0,20.0,21.0,4.0,7.0,9.0,13.0,20.0,20.0,22.0,17.0
124,13.0,10.0,13.0,10.0,19.0,19.0,19.0,3.0,5.0,2.0,19.0,20.0,17.0,22.0,21.0,4.0,8.0,10.0,14.0,17.0,20.0,20.0,19.0
125,11.0,6.0,12.0,9.0,22.0,21.0,22.0,1.0,1.0,1.0,21.0,19.0,20.0,23.0,23.0,1.0,11.0,7.0,11.0,22.0,23.0,22.0,15.0
126,18.0,15.0,15.0,14.0,13.0,14.0,14.0,16.0,16.0,12.0,11.0,12.0,12.0,15.0,15.0,11.0,13.0,13.0,13.0,14.0,14.0,17.0,17.0
127,20.0,15.0,17.0,9.0,15.0,13.0,14.0,14.0,13.0,12.0,13.0,12.0,11.0,17.0,17.0,9.0,7.0,9.0,13.0,16.0,14.0,22.0,22.0
128,20.0,16.0,18.0,9.0,14.0,13.0,13.0,14.0,14.0,13.0,13.0,11.0,10.0,17.0,17.0,9.0,7.0,9.0,13.0,16.0,14.0,22.0,22.0
129,18.0,14.0,13.0,12.0,16.0,15.0,15.0,15.0,15.0,9.0,14.0,12.0,14.0,14.0,16.0,11.0,11.0,9.0,12.0,14.0,16.0,20.0,19.0
130,16.0,17.0,16.0,13.0,13.0,15.0,13.0,13.0,12.0,12.0,14.0,12.0,14.0,16.0,16.0,12.0,9.0,12.0,15.0,14.0,15.0,18.0,17.0
131,17.0,15.0,15.0,13.0,14.0,15.0,14.0,15.0,14.0,12.0,12.0,12.0,13.0,15.0,16.0,11.0,10.0,10.0,12.0,15.0,16.0,19.0,19.0
132,10.0,10.0,11.0,9.0,22.0,19.0,22.0,1.0,3.0,2.0,20.0,19.0,19.0,23.0,22.0,1.0,5.0,9.0,10.0,23.0,23.0,24.0,17.0
133,22.0,15.0,13.0,13.0,15.0,13.0,12.0,17.0,17.0,12.0,10.0,9.0,11.0,18.0,15.0,9.0,9.0,9.0,10.0,14.0,15.0,22.0,24.0
134,13.0,9.0,11.0,7.0,22.0,22.0,19.0,1.0,1.0,3.0,20.0,20.0,21.0,21.0,22.0,0.0,11.0,9.0,16.0,19.0,21.0,21.0,15.0
135,16.0,15.0,15.0,14.0,14.0,15.0,14.0,15.0,14.0,13.0,12.0,13.0,12.0,15.0,15.0,12.0,14.0,14.0,12.0,13.0,15.0,16.0,16.0
136,13.0,16.0,12.0,15.0,16.0,16.0,15.0,12.0,11.0,8.0,16.0,12.0,14.0,18.0,18.0,10.0,12.0,12.0,13.0,15.0,16.0,17.0,17.0
137,11.0,10.0,10.0,10.0,20.0,22.0,20.0,3.0,2.0,2.0,18.0,19.0,20.0,22.0,23.0,2.0,5.0,5.0,12.0,23.0,23.0,23.0,19.0
138,14.0,7.0,13.0,10.0,20.0,18.0,21.0,3.0,2.0,3.0,20.0,19.0,18.0,24.0,20.0,0.0,7.0,9.0,10.0,23.0,22.0,23.0,18.0
139,10.0,9.0,10.0,13.0,20.0,22.0,19.0,4.0,3.0,3.0,19.0,18.0,18.0,22.0,22.0,1.0,7.0,9.0,11.0,22.0,21.0,23.0,18.0
140,15.0,15.0,15.0,15.0,14.0,14.0,15.0,15.0,14.0,13.0,13.0,14.0,12.0,14.0,14.0,13.0,14.0,14.0,13.0,14.0,13.0,15.0,16.0
141,15.0,15.0,15.0,15.0,15.0,15.0,13.0,13.0,12.0,11.0,14.0,13.0,15.0,16.0,15.0,8.0,7.0,13.0,12.0,17.0,16.0,19.0,20.0
142,13.0,9.0,12.0,9.0,20.0,20.0,20.0,5.0,4.0,6.0,19.0,16.0,17.0,21.0,21.0,5.0,4.0,7.0,12.0,22.0,21.0,21.0,20.0
143,16.0,13.0,14.0,9.0,17.0,15.0,19.0,8.0,7.0,10.0,18.0,16.0,11.0,20.0,19.0,1.0,5.0,8.0,15.0,19.0,19.0,23.0,22.0
144,13.0,11.0,13.0,13.0,19.0,17.0,17.0,8.0,8.0,8.0,16.0,17.0,18.0,17.0,17.0,4.0,12.0,15.0,12.0,17.0,18.0,19.0,15.0
145,17.0,15.0,16.0,12.0,16.0,13.0,14.0,14.0,10.0,11.0,13.0,15.0,13.0,15.0,18.0,10.0,9.0,12.0,11.0,16.0,15.0,19.0,20.0
