,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
0,16.0,17.0,15.0,15.0,16.0,16.0,15.0,16.0,16.0,15.0,16.0,15.0,15.0,17.0,15.0,15.0,15.0,16.0,14.0,14.0,15.0,15.0,15.0,15.0,14.0,15.0,14.0,14.0,15.0,14.0,15.0,15.0,14.0,16.0,15.0
1,23.0,10.0,10.0,10.0,10.0,23.0,24.0,13.0,21.0,19.0,21.0,9.0,14.0,13.0,24.0,22.0,24.0,24.0,3.0,3.0,4.0,11.0,8.0,9.0,19.0,21.0,22.0,12.0,23.0,24.0,12.0,12.0,7.0,3.0,23.0
2,13.0,11.0,15.0,13.0,18.0,17.0,23.0,12.0,13.0,16.0,12.0,12.0,22.0,23.0,24.0,24.0,16.0,7.0,12.0,10.0,11.0,1.0,10.0,17.0,16.0,19.0,20.0,19.0,20.0,13.0,15.0,13.0,12.0,17.0,14.0
3,23.0,11.0,10.0,9.0,9.0,24.0,24.0,14.0,22.0,24.0,23.0,7.0,12.0,8.0,23.0,24.0,24.0,23.0,5.0,3.0,2.0,4.0,3.0,16.0,17.0,20.0,24.0,18.0,23.0,22.0,11.0,13.0,7.0,4.0,24.0
4,23.0,12.0,9.0,9.0,10.0,24.0,23.0,15.0,19.0,23.0,19.0,10.0,14.0,10.0,24.0,22.0,24.0,24.0,3.0,3.0,4.0,1.0,2.0,13.0,24.0,20.0,23.0,19.0,21.0,24.0,8.0,10.0,8.0,9.0,24.0
5,23.0,12.0,9.0,9.0,10.0,24.0,23.0,14.0,20.0,23.0,20.0,10.0,13.0,10.0,24.0,21.0,24.0,23.0,4.0,4.0,4.0,3.0,3.0,16.0,23.0,19.0,22.0,16.0,24.0,24.0,7.0,11.0,7.0,7.0,24.0
6,24.0,10.0,9.0,7.0,12.0,24.0,24.0,15.0,19.0,22.0,20.0,12.0,12.0,10.0,24.0,24.0,21.0,24.0,4.0,3.0,4.0,2.0,2.0,17.0,22.0,21.0,22.0,16.0,22.0,23.0,5.0,13.0,10.0,8.0,23.0
7,24.0,8.0,7.0,9.0,14.0,24.0,24.0,14.0,19.0,18.0,21.0,9.0,15.0,14.0,24.0,24.0,20.0,22.0,3.0,5.0,6.0,0.0,5.0,22.0,18.0,21.0,23.0,13.0,24.0,24.0,8.0,12.0,6.0,6.0,24.0
8,24.0,10.0,9.0,9.0,11.0,23.0,24.0,14.0,21.0,21.0,23.0,12.0,9.0,10.0,24.0,24.0,24.0,23.0,5.0,0.0,4.0,8.0,7.0,16.0,21.0,20.0,19.0,11.0,21.0,23.0,8.0,16.0,7.0,7.0,22.0
9,23.0,11.0,10.0,11.0,9.0,24.0,22.0,12.0,21.0,22.0,19.0,11.0,14.0,11.0,24.0,23.0,24.0,23.0,5.0,4.0,1.0,6.0,4.0,12.0,22.0,21.0,23.0,14.0,23.0,22.0,9.0,12.0,9.0,5.0,24.0
10,24.0,10.0,8.0,8.0,13.0,24.0,23.0,10.0,14.0,24.0,20.0,7.0,19.0,16.0,24.0,24.0,24.0,10.0,6.0,6.0,10.0,2.0,4.0,20.0,21.0,20.0,21.0,14.0,24.0,24.0,8.0,13.0,7.0,6.0,22.0
11,24.0,11.0,11.0,10.0,10.0,21.0,23.0,13.0,21.0,21.0,22.0,12.0,11.0,10.0,24.0,24.0,24.0,23.0,4.0,2.0,3.0,10.0,7.0,15.0,20.0,20.0,18.0,12.0,22.0,24.0,9.0,15.0,6.0,5.0,23.0
12,24.0,12.0,9.0,9.0,8.0,24.0,24.0,14.0,19.0,23.0,20.0,11.0,11.0,12.0,24.0,24.0,24.0,20.0,4.0,5.0,3.0,7.0,9.0,10.0,19.0,21.0,22.0,14.0,21.0,24.0,11.0,10.0,11.0,3.0,24.0
13,23.0,10.0,10.0,9.0,11.0,23.0,24.0,14.0,21.0,21.0,22.0,12.0,9.0,11.0,24.0,24.0,24.0,23.0,5.0,0.0,4.0,8.0,7.0,16.0,21.0,20.0,19.0,11.0,21.0,23.0,8.0,16.0,7.0,7.0,22.0
14,23.0,10.0,10.0,10.0,10.0,23.0,24.0,14.0,20.0,21.0,20.0,10.0,12.0,13.0,24.0,20.0,24.0,24.0,4.0,4.0,4.0,10.0,9.0,10.0,18.0,20.0,23.0,12.0,22.0,24.0,12.0,9.0,9.0,6.0,22.0
15,24.0,13.0,9.0,9.0,9.0,24.0,22.0,14.0,20.0,22.0,20.0,11.0,12.0,11.0,24.0,22.0,23.0,23.0,4.0,4.0,4.0,8.0,6.0,12.0,21.0,20.0,22.0,13.0,23.0,24.0,9.0,11.0,6.0,7.0,24.0
16,24.0,10.0,10.0,10.0,9.0,23.0,24.0,14.0,20.0,21.0,20.0,11.0,12.0,12.0,23.0,24.0,24.0,23.0,3.0,4.0,3.0,10.0,8.0,11.0,19.0,20.0,22.0,12.0,22.0,24.0,12.0,10.0,9.0,4.0,23.0
17,24.0,12.0,9.0,9.0,8.0,24.0,24.0,14.0,19.0,22.0,20.0,11.0,12.0,12.0,24.0,24.0,24.0,20.0,4.0,5.0,3.0,6.0,9.0,11.0,19.0,21.0,22.0,14.0,21.0,23.0,11.0,10.0,11.0,4.0,24.0
18,24.0,11.0,10.0,6.0,14.0,23.0,22.0,15.0,21.0,21.0,17.0,12.0,12.0,12.0,24.0,24.0,23.0,24.0,2.0,2.0,5.0,4.0,4.0,15.0,20.0,21.0,23.0,15.0,22.0,23.0,6.0,11.0,11.0,8.0,23.0
