,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
34,14.0,15.0,12.0,14.0,13.0,15.0,14.0,14.0,12.0,12.0,12.0,15.0,15.0,14.0,16.0,15.0,16.0,16.0,16.0,15.0,16.0,15.0,15.0,16.0,14.0,15.0,15.0,14.0,15.0,17.0
35,15.0,14.0,13.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,13.0,14.0,14.0,14.0,14.0,14.0,16.0,17.0,17.0,15.0,16.0,14.0,14.0,15.0,15.0,15.0,15.0,15.0,16.0,15.0
36,14.0,14.0,14.0,13.0,14.0,14.0,14.0,14.0,13.0,13.0,13.0,14.0,16.0,14.0,14.0,14.0,16.0,16.0,15.0,15.0,16.0,16.0,15.0,15.0,15.0,16.0,15.0,15.0,15.0,15.0
37,22.0,4.0,2.0,7.0,7.0,23.0,23.0,23.0,8.0,12.0,20.0,22.0,21.0,8.0,8.0,12.0,22.0,23.0,22.0,9.0,13.0,12.0,8.0,4.0,8.0,3.0,23.0,23.0,22.0,23.0
38,23.0,5.0,4.0,6.0,3.0,23.0,24.0,23.0,4.0,2.0,19.0,18.0,23.0,8.0,20.0,17.0,23.0,23.0,24.0,7.0,10.0,12.0,10.0,5.0,4.0,5.0,24.0,22.0,23.0,23.0
39,23.0,4.0,3.0,2.0,12.0,21.0,22.0,24.0,4.0,3.0,23.0,24.0,23.0,10.0,16.0,8.0,24.0,23.0,21.0,7.0,17.0,11.0,6.0,6.0,6.0,0.0,22.0,24.0,24.0,24.0
40,22.0,4.0,3.0,7.0,7.0,23.0,23.0,22.0,9.0,13.0,20.0,21.0,20.0,8.0,9.0,11.0,22.0,22.0,23.0,10.0,11.0,12.0,9.0,6.0,6.0,3.0,23.0,21.0,23.0,24.0
41,23.0,3.0,4.0,6.0,6.0,24.0,21.0,24.0,4.0,10.0,20.0,21.0,23.0,7.0,13.0,13.0,23.0,24.0,22.0,10.0,10.0,12.0,8.0,4.0,6.0,2.0,23.0,23.0,24.0,24.0
42,14.0,14.0,13.0,12.0,15.0,16.0,13.0,14.0,12.0,12.0,13.0,15.0,14.0,15.0,15.0,15.0,16.0,16.0,16.0,16.0,15.0,15.0,15.0,16.0,15.0,14.0,16.0,15.0,15.0,15.0
43,14.0,15.0,14.0,13.0,12.0,15.0,14.0,14.0,12.0,12.0,12.0,14.0,15.0,15.0,15.0,16.0,16.0,17.0,16.0,16.0,15.0,14.0,15.0,15.0,16.0,15.0,15.0,15.0,15.0,15.0
44,16.0,12.0,14.0,12.0,12.0,16.0,14.0,15.0,11.0,9.0,13.0,16.0,16.0,15.0,15.0,16.0,17.0,17.0,16.0,15.0,15.0,15.0,14.0,12.0,13.0,12.0,18.0,17.0,16.0,18.0
45,17.0,16.0,9.0,10.0,12.0,17.0,15.0,15.0,4.0,4.0,8.0,19.0,20.0,20.0,19.0,17.0,20.0,20.0,15.0,14.0,13.0,14.0,13.0,10.0,11.0,12.0,17.0,15.0,20.0,21.0
46,15.0,14.0,13.0,13.0,11.0,15.0,15.0,15.0,12.0,11.0,11.0,16.0,16.0,15.0,16.0,14.0,17.0,17.0,15.0,15.0,15.0,16.0,14.0,14.0,14.0,14.0,16.0,16.0,16.0,16.0
47,15.0,13.0,13.0,12.0,13.0,16.0,14.0,15.0,13.0,12.0,13.0,14.0,14.0,15.0,15.0,15.0,17.0,17.0,16.0,14.0,15.0,15.0,15.0,15.0,15.0,14.0,16.0,15.0,15.0,16.0
48,17.0,11.0,12.0,12.0,13.0,16.0,15.0,15.0,13.0,15.0,15.0,15.0,14.0,13.0,13.0,13.0,17.0,17.0,17.0,15.0,14.0,15.0,14.0,15.0,14.0,13.0,16.0,16.0,16.0,16.0
49,23.0,5.0,1.0,4.0,9.0,23.0,23.0,23.0,10.0,12.0,19.0,21.0,20.0,9.0,9.0,11.0,23.0,22.0,22.0,7.0,14.0,12.0,9.0,5.0,9.0,3.0,22.0,22.0,22.0,23.0
50,16.0,13.0,12.0,11.0,11.0,16.0,16.0,16.0,11.0,11.0,13.0,16.0,16.0,14.0,14.0,16.0,17.0,18.0,18.0,15.0,14.0,14.0,13.0,10.0,15.0,12.0,17.0,17.0,17.0,18.0
51,14.0,14.0,13.0,12.0,11.0,17.0,15.0,15.0,11.0,10.0,12.0,15.0,16.0,16.0,15.0,16.0,17.0,18.0,17.0,14.0,14.0,14.0,15.0,15.0,13.0,15.0,15.0,16.0,16.0,16.0
52,16.0,17.0,10.0,11.0,12.0,15.0,18.0,12.0,2.0,0.0,8.0,22.0,18.0,21.0,20.0,20.0,24.0,23.0,15.0,12.0,12.0,11.0,12.0,13.0,11.0,12.0,18.0,14.0,18.0,20.0
53,22.0,5.0,3.0,7.0,6.0,22.0,23.0,23.0,11.0,14.0,20.0,20.0,19.0,8.0,8.0,11.0,22.0,23.0,23.0,10.0,10.0,12.0,9.0,7.0,6.0,5.0,22.0,21.0,22.0,23.0
54,15.0,15.0,12.0,11.0,11.0,16.0,14.0,17.0,6.0,4.0,12.0,19.0,19.0,16.0,20.0,15.0,20.0,20.0,17.0,14.0,13.0,12.0,13.0,12.0,13.0,13.0,15.0,18.0,17.0,18.0
55,22.0,6.0,7.0,5.0,6.0,22.0,22.0,21.0,10.0,12.0,17.0,19.0,19.0,11.0,12.0,11.0,21.0,23.0,21.0,11.0,11.0,12.0,10.0,5.0,6.0,6.0,21.0,22.0,23.0,23.0
56,23.0,3.0,4.0,6.0,6.0,24.0,21.0,24.0,4.0,11.0,20.0,21.0,22.0,7.0,13.0,13.0,23.0,23.0,22.0,11.0,10.0,12.0,8.0,5.0,6.0,3.0,23.0,22.0,23.0,24.0
57,22.0,5.0,4.0,8.0,5.0,22.0,22.0,23.0,9.0,13.0,19.0,20.0,20.0,9.0,9.0,12.0,22.0,23.0,22.0,11.0,9.0,12.0,10.0,5.0,5.0,6.0,22.0,23.0,22.0,23.0
58,23.0,4.0,3.0,5.0,9.0,23.0,22.0,22.0,6.0,6.0,18.0,23.0,23.0,10.0,12.0,13.0,22.0,22.0,23.0,8.0,14.0,12.0,8.0,3.0,6.0,2.0,23.0,24.0,24.0,24.0
59,16.0,13.0,8.0,10.0,12.0,18.0,16.0,18.0,7.0,5.0,12.0,19.0,19.0,16.0,15.0,18.0,21.0,21.0,18.0,13.0,13.0,12.0,11.0,11.0,12.0,11.0,15.0,18.0,18.0,21.0
60,21.0,8.0,5.0,6.0,12.0,20.0,21.0,18.0,5.0,6.0,15.0,21.0,21.0,14.0,13.0,16.0,22.0,23.0,19.0,12.0,14.0,12.0,7.0,4.0,9.0,7.0,21.0,21.0,21.0,23.0
61,24.0,5.0,3.0,3.0,8.0,23.0,24.0,21.0,7.0,9.0,18.0,22.0,23.0,9.0,11.0,12.0,24.0,23.0,22.0,7.0,11.0,14.0,8.0,3.0,6.0,4.0,22.0,24.0,23.0,24.0
62,15.0,14.0,13.0,13.0,13.0,16.0,13.0,14.0,12.0,10.0,11.0,15.0,15.0,16.0,16.0,16.0,17.0,17.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0
63,21.0,15.0,3.0,6.0,7.0,21.0,22.0,16.0,2.0,0.0,10.0,24.0,22.0,19.0,16.0,18.0,24.0,17.0,19.0,12.0,14.0,11.0,12.0,9.0,10.0,9.0,19.0,16.0,21.0,22.0
64,23.0,5.0,4.0,6.0,5.0,22.0,23.0,23.0,10.0,11.0,18.0,20.0,21.0,9.0,10.0,12.0,22.0,21.0,23.0,9.0,13.0,11.0,10.0,4.0,6.0,5.0,23.0,22.0,22.0,24.0
65,23.0,4.0,4.0,5.0,7.0,24.0,22.0,22.0,5.0,11.0,21.0,23.0,23.0,7.0,11.0,10.0,23.0,24.0,24.0,8.0,10.0,10.0,10.0,5.0,5.0,4.0,23.0,23.0,23.0,23.0
66,24.0,3.0,3.0,6.0,5.0,23.0,23.0,24.0,11.0,14.0,20.0,20.0,21.0,7.0,7.0,11.0,22.0,23.0,23.0,9.0,11.0,12.0,9.0,4.0,4.0,5.0,24.0,23.0,22.0,24.0
67,16.0,15.0,13.0,11.0,11.0,15.0,15.0,15.0,8.0,3.0,12.0,19.0,19.0,18.0,16.0,16.0,19.0,19.0,17.0,15.0,13.0,15.0,11.0,13.0,13.0,14.0,15.0,17.0,16.0,18.0
68,17.0,11.0,7.0,10.0,10.0,19.0,18.0,19.0,7.0,6.0,13.0,18.0,19.0,16.0,16.0,16.0,20.0,22.0,17.0,13.0,13.0,12.0,12.0,8.0,12.0,11.0,20.0,15.0,18.0,22.0
69,21.0,7.0,7.0,7.0,6.0,22.0,20.0,21.0,8.0,9.0,20.0,18.0,19.0,10.0,13.0,14.0,23.0,22.0,21.0,10.0,11.0,12.0,10.0,6.0,9.0,8.0,19.0,20.0,20.0,24.0
70,21.0,10.0,8.0,10.0,8.0,19.0,19.0,16.0,7.0,10.0,15.0,19.0,19.0,15.0,12.0,14.0,21.0,21.0,20.0,13.0,11.0,12.0,11.0,10.0,9.0,10.0,19.0,16.0,21.0,21.0
71,18.0,12.0,8.0,7.0,10.0,20.0,19.0,17.0,6.0,7.0,13.0,19.0,20.0,15.0,14.0,17.0,20.0,21.0,18.0,13.0,14.0,13.0,10.0,10.0,10.0,10.0,17.0,18.0,20.0,21.0
72,17.0,15.0,11.0,9.0,10.0,19.0,15.0,15.0,5.0,3.0,10.0,20.0,20.0,18.0,18.0,17.0,20.0,20.0,17.0,13.0,13.0,14.0,12.0,13.0,13.0,14.0,16.0,17.0,16.0,17.0
73,22.0,4.0,3.0,5.0,9.0,22.0,23.0,23.0,7.0,10.0,17.0,19.0,20.0,13.0,11.0,14.0,23.0,23.0,23.0,9.0,14.0,10.0,7.0,4.0,10.0,3.0,22.0,22.0,22.0,23.0
74,22.0,4.0,3.0,6.0,7.0,24.0,23.0,22.0,8.0,11.0,20.0,21.0,20.0,10.0,9.0,12.0,23.0,23.0,22.0,10.0,10.0,11.0,10.0,6.0,4.0,4.0,24.0,22.0,23.0,23.0
75,24.0,3.0,2.0,7.0,5.0,23.0,24.0,23.0,10.0,13.0,19.0,21.0,22.0,7.0,8.0,11.0,22.0,23.0,24.0,9.0,11.0,12.0,8.0,4.0,3.0,6.0,23.0,23.0,23.0,24.0
76,21.0,6.0,7.0,7.0,6.0,22.0,21.0,21.0,5.0,6.0,16.0,21.0,20.0,13.0,16.0,14.0,22.0,21.0,20.0,12.0,12.0,13.0,9.0,6.0,9.0,4.0,22.0,19.0,23.0,23.0
77,23.0,4.0,2.0,5.0,11.0,23.0,23.0,20.0,4.0,5.0,17.0,23.0,23.0,12.0,13.0,14.0,23.0,23.0,22.0,10.0,14.0,12.0,5.0,4.0,7.0,4.0,23.0,22.0,22.0,24.0
78,22.0,6.0,4.0,5.0,11.0,22.0,22.0,19.0,4.0,6.0,17.0,22.0,22.0,11.0,14.0,15.0,22.0,23.0,21.0,11.0,13.0,12.0,7.0,4.0,7.0,4.0,23.0,23.0,22.0,23.0
79,15.0,15.0,10.0,10.0,11.0,17.0,18.0,15.0,1.0,2.0,9.0,22.0,19.0,20.0,18.0,20.0,20.0,22.0,14.0,13.0,14.0,14.0,12.0,12.0,11.0,15.0,17.0,15.0,17.0,19.0
80,22.0,3.0,4.0,6.0,6.0,22.0,24.0,24.0,10.0,10.0,20.0,21.0,21.0,9.0,10.0,10.0,23.0,23.0,23.0,9.0,13.0,10.0,8.0,4.0,9.0,3.0,22.0,23.0,22.0,23.0
81,24.0,4.0,2.0,7.0,3.0,24.0,23.0,24.0,7.0,11.0,19.0,19.0,20.0,12.0,13.0,10.0,22.0,22.0,22.0,8.0,12.0,11.0,12.0,3.0,5.0,3.0,24.0,24.0,23.0,24.0
82,19.0,15.0,11.0,6.0,9.0,17.0,19.0,15.0,2.0,2.0,8.0,21.0,20.0,22.0,19.0,17.0,22.0,21.0,14.0,13.0,14.0,13.0,12.0,10.0,12.0,12.0,18.0,13.0,20.0,21.0
83,21.0,12.0,8.0,6.0,11.0,19.0,18.0,16.0,0.0,2.0,13.0,19.0,21.0,21.0,15.0,20.0,24.0,23.0,18.0,12.0,15.0,9.0,8.0,4.0,8.0,6.0,24.0,21.0,22.0,21.0
84,23.0,4.0,1.0,5.0,8.0,23.0,24.0,23.0,8.0,8.0,18.0,21.0,23.0,10.0,11.0,12.0,23.0,24.0,22.0,8.0,13.0,13.0,6.0,5.0,7.0,4.0,22.0,22.0,23.0,23.0
85,24.0,5.0,4.0,5.0,5.0,22.0,22.0,24.0,5.0,9.0,19.0,20.0,22.0,11.0,10.0,15.0,23.0,23.0,21.0,10.0,12.0,11.0,9.0,2.0,7.0,6.0,23.0,21.0,24.0,23.0
86,20.0,8.0,8.0,10.0,8.0,19.0,20.0,18.0,10.0,11.0,16.0,19.0,19.0,11.0,11.0,14.0,21.0,20.0,19.0,12.0,13.0,13.0,11.0,10.0,8.0,10.0,20.0,18.0,19.0,21.0
87,22.0,4.0,4.0,5.0,10.0,23.0,23.0,20.0,1.0,7.0,18.0,24.0,23.0,10.0,13.0,15.0,22.0,23.0,22.0,10.0,13.0,10.0,9.0,4.0,6.0,5.0,23.0,23.0,22.0,23.0
88,17.0,12.0,10.0,12.0,12.0,17.0,15.0,16.0,8.0,10.0,14.0,16.0,18.0,16.0,14.0,15.0,17.0,18.0,19.0,14.0,15.0,13.0,13.0,12.0,14.0,13.0,16.0,16.0,17.0,18.0
89,21.0,5.0,4.0,7.0,8.0,22.0,22.0,22.0,12.0,14.0,18.0,19.0,20.0,8.0,9.0,11.0,21.0,21.0,21.0,11.0,12.0,12.0,11.0,6.0,7.0,6.0,23.0,21.0,21.0,22.0
90,17.0,11.0,11.0,9.0,7.0,20.0,19.0,17.0,7.0,6.0,16.0,20.0,20.0,13.0,15.0,14.0,22.0,23.0,20.0,12.0,8.0,12.0,12.0,8.0,7.0,8.0,21.0,18.0,21.0,23.0
91,19.0,8.0,7.0,9.0,10.0,20.0,20.0,18.0,12.0,14.0,16.0,17.0,17.0,12.0,11.0,12.0,20.0,20.0,20.0,13.0,12.0,12.0,12.0,10.0,9.0,10.0,19.0,18.0,20.0,20.0
92,24.0,3.0,2.0,2.0,11.0,22.0,23.0,24.0,9.0,3.0,20.0,24.0,22.0,10.0,12.0,11.0,22.0,22.0,23.0,8.0,13.0,13.0,8.0,4.0,6.0,3.0,21.0,24.0,24.0,24.0
93,21.0,6.0,6.0,6.0,8.0,22.0,22.0,20.0,10.0,12.0,17.0,19.0,19.0,11.0,11.0,12.0,21.0,22.0,20.0,12.0,11.0,12.0,11.0,7.0,7.0,7.0,21.0,20.0,22.0,22.0
94,20.0,10.0,6.0,11.0,8.0,21.0,19.0,16.0,8.0,7.0,17.0,17.0,18.0,16.0,14.0,14.0,21.0,21.0,19.0,15.0,11.0,12.0,10.0,12.0,10.0,9.0,19.0,18.0,18.0,20.0
95,20.0,10.0,9.0,9.0,9.0,19.0,18.0,17.0,6.0,6.0,13.0,20.0,17.0,15.0,16.0,18.0,19.0,20.0,17.0,15.0,12.0,13.0,13.0,11.0,11.0,12.0,19.0,17.0,16.0,20.0
96,18.0,10.0,11.0,8.0,7.0,19.0,18.0,20.0,4.0,7.0,14.0,20.0,22.0,12.0,18.0,14.0,23.0,20.0,21.0,10.0,13.0,12.0,10.0,8.0,9.0,8.0,20.0,21.0,18.0,22.0
97,23.0,4.0,3.0,7.0,6.0,22.0,23.0,23.0,10.0,11.0,18.0,21.0,22.0,8.0,9.0,12.0,22.0,23.0,23.0,9.0,11.0,12.0,9.0,6.0,4.0,6.0,22.0,22.0,22.0,24.0
98,16.0,15.0,10.0,11.0,11.0,16.0,15.0,17.0,11.0,8.0,12.0,17.0,17.0,16.0,15.0,15.0,20.0,18.0,18.0,13.0,14.0,13.0,13.0,13.0,13.0,13.0,16.0,15.0,16.0,20.0
99,15.0,15.0,9.0,10.0,8.0,19.0,19.0,16.0,2.0,4.0,10.0,20.0,19.0,19.0,18.0,19.0,21.0,20.0,15.0,14.0,11.0,13.0,15.0,11.0,11.0,14.0,17.0,16.0,16.0,21.0
100,21.0,13.0,7.0,9.0,4.0,18.0,19.0,20.0,7.0,11.0,15.0,18.0,19.0,12.0,15.0,14.0,20.0,20.0,19.0,14.0,12.0,13.0,11.0,10.0,10.0,10.0,19.0,16.0,19.0,22.0
101,19.0,14.0,8.0,9.0,9.0,19.0,17.0,16.0,3.0,3.0,8.0,20.0,20.0,19.0,19.0,19.0,23.0,22.0,15.0,13.0,12.0,12.0,12.0,10.0,11.0,12.0,17.0,16.0,18.0,22.0
102,17.0,10.0,9.0,11.0,11.0,17.0,18.0,18.0,8.0,9.0,14.0,17.0,17.0,15.0,16.0,15.0,20.0,20.0,18.0,13.0,13.0,12.0,13.0,12.0,12.0,11.0,18.0,18.0,16.0,19.0
103,18.0,13.0,12.0,9.0,8.0,18.0,17.0,16.0,5.0,6.0,13.0,20.0,20.0,16.0,15.0,16.0,19.0,19.0,19.0,12.0,13.0,14.0,13.0,12.0,13.0,10.0,18.0,15.0,19.0,19.0
104,21.0,7.0,4.0,5.0,9.0,22.0,21.0,22.0,6.0,8.0,19.0,21.0,22.0,11.0,11.0,13.0,22.0,22.0,23.0,8.0,14.0,12.0,8.0,4.0,6.0,3.0,23.0,23.0,23.0,24.0
105,21.0,9.0,4.0,7.0,4.0,22.0,22.0,22.0,10.0,14.0,18.0,19.0,19.0,12.0,8.0,11.0,22.0,22.0,22.0,10.0,10.0,11.0,12.0,4.0,3.0,6.0,23.0,22.0,24.0,24.0
106,21.0,7.0,7.0,8.0,7.0,21.0,21.0,19.0,8.0,10.0,16.0,20.0,19.0,13.0,12.0,13.0,21.0,22.0,21.0,12.0,11.0,12.0,10.0,8.0,8.0,8.0,20.0,18.0,22.0,22.0
107,23.0,5.0,3.0,3.0,12.0,21.0,21.0,23.0,4.0,4.0,22.0,23.0,23.0,10.0,16.0,9.0,24.0,23.0,21.0,7.0,16.0,11.0,7.0,6.0,6.0,1.0,22.0,23.0,24.0,24.0
108,22.0,3.0,3.0,5.0,9.0,23.0,24.0,22.0,5.0,5.0,22.0,23.0,20.0,15.0,9.0,12.0,22.0,23.0,22.0,10.0,13.0,13.0,6.0,2.0,10.0,4.0,23.0,20.0,23.0,24.0
109,23.0,5.0,3.0,3.0,8.0,23.0,24.0,22.0,8.0,9.0,18.0,22.0,22.0,9.0,11.0,12.0,23.0,23.0,22.0,7.0,11.0,15.0,8.0,3.0,7.0,4.0,21.0,24.0,23.0,24.0
110,16.0,13.0,13.0,11.0,12.0,16.0,15.0,15.0,11.0,12.0,13.0,16.0,16.0,15.0,14.0,14.0,17.0,18.0,17.0,15.0,15.0,14.0,13.0,13.0,15.0,13.0,16.0,16.0,16.0,17.0
111,20.0,6.0,5.0,9.0,6.0,22.0,22.0,21.0,3.0,11.0,20.0,22.0,18.0,12.0,11.0,14.0,22.0,22.0,22.0,9.0,12.0,12.0,10.0,7.0,7.0,6.0,22.0,20.0,21.0,23.0
112,23.0,4.0,4.0,5.0,9.0,22.0,22.0,22.0,9.0,10.0,18.0,19.0,19.0,11.0,11.0,14.0,22.0,20.0,23.0,10.0,14.0,11.0,9.0,5.0,10.0,5.0,21.0,21.0,22.0,22.0
