,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
75,3.0,3.0,17.0,17.0,19.0,23.0,22.0,13.0,13.0,15.0,20.0,20.0,18.0,22.0,10.0,7.0,5.0,8.0,19.0,19.0,21.0
76,13.0,12.0,14.0,14.0,17.0,17.0,17.0,15.0,15.0,17.0,18.0,18.0,16.0,17.0,15.0,15.0,10.0,12.0,14.0,13.0,15.0
77,5.0,5.0,17.0,15.0,18.0,21.0,23.0,15.0,14.0,14.0,18.0,19.0,19.0,22.0,13.0,8.0,8.0,8.0,17.0,17.0,18.0
78,3.0,3.0,16.0,18.0,18.0,23.0,23.0,12.0,11.0,12.0,21.0,21.0,22.0,22.0,10.0,6.0,3.0,5.0,21.0,22.0,22.0
79,6.0,5.0,17.0,16.0,19.0,20.0,21.0,15.0,14.0,13.0,19.0,19.0,19.0,21.0,11.0,10.0,6.0,5.0,20.0,18.0,20.0
80,1.0,2.0,20.0,19.0,17.0,22.0,23.0,12.0,11.0,11.0,21.0,22.0,22.0,24.0,5.0,4.0,2.0,7.0,23.0,23.0,23.0
81,10.0,10.0,15.0,15.0,16.0,19.0,19.0,16.0,15.0,15.0,17.0,18.0,18.0,17.0,13.0,11.0,10.0,12.0,17.0,14.0,17.0
82,2.0,3.0,20.0,16.0,17.0,23.0,23.0,12.0,9.0,15.0,21.0,21.0,21.0,23.0,9.0,5.0,5.0,4.0,23.0,22.0,20.0
83,1.0,2.0,17.0,19.0,18.0,23.0,24.0,10.0,11.0,12.0,21.0,23.0,22.0,23.0,7.0,5.0,4.0,6.0,23.0,20.0,23.0
84,4.0,3.0,15.0,18.0,17.0,23.0,24.0,11.0,10.0,14.0,21.0,22.0,21.0,23.0,13.0,7.0,8.0,5.0,18.0,19.0,18.0
85,4.0,4.0,17.0,17.0,19.0,21.0,22.0,13.0,13.0,14.0,20.0,20.0,19.0,23.0,10.0,8.0,6.0,9.0,18.0,17.0,20.0
86,0.0,2.0,19.0,18.0,18.0,24.0,23.0,11.0,11.0,12.0,21.0,22.0,22.0,24.0,4.0,4.0,5.0,9.0,20.0,21.0,24.0
87,3.0,4.0,16.0,18.0,17.0,23.0,23.0,12.0,11.0,12.0,22.0,22.0,20.0,23.0,9.0,5.0,6.0,7.0,21.0,19.0,21.0
88,1.0,1.0,20.0,18.0,18.0,22.0,24.0,10.0,13.0,14.0,21.0,20.0,21.0,21.0,3.0,4.0,5.0,10.0,23.0,22.0,23.0
89,8.0,9.0,17.0,14.0,15.0,21.0,20.0,15.0,14.0,14.0,17.0,19.0,20.0,20.0,13.0,10.0,9.0,9.0,16.0,18.0,16.0
90,8.0,6.0,16.0,6.0,20.0,24.0,24.0,21.0,10.0,11.0,23.0,23.0,11.0,23.0,13.0,3.0,3.0,6.0,16.0,23.0,24.0
91,4.0,3.0,18.0,14.0,19.0,23.0,23.0,13.0,14.0,14.0,19.0,19.0,20.0,20.0,12.0,11.0,7.0,6.0,19.0,17.0,19.0
92,1.0,1.0,16.0,20.0,19.0,23.0,24.0,10.0,12.0,13.0,22.0,21.0,21.0,22.0,7.0,6.0,7.0,7.0,22.0,19.0,21.0
93,8.0,5.0,18.0,17.0,17.0,20.0,19.0,14.0,15.0,13.0,18.0,19.0,20.0,19.0,15.0,10.0,10.0,8.0,17.0,17.0,15.0
94,8.0,6.0,15.0,17.0,16.0,21.0,21.0,14.0,14.0,15.0,20.0,18.0,18.0,24.0,13.0,7.0,10.0,7.0,16.0,16.0,18.0
95,3.0,4.0,17.0,17.0,17.0,23.0,23.0,13.0,11.0,12.0,21.0,21.0,21.0,20.0,11.0,7.0,7.0,10.0,18.0,18.0,20.0
96,13.0,14.0,14.0,13.0,15.0,17.0,18.0,17.0,15.0,16.0,17.0,17.0,17.0,17.0,17.0,15.0,12.0,13.0,12.0,14.0,11.0
97,5.0,6.0,18.0,16.0,17.0,21.0,21.0,14.0,13.0,12.0,20.0,21.0,19.0,20.0,9.0,11.0,8.0,8.0,20.0,16.0,19.0
98,2.0,2.0,16.0,17.0,19.0,24.0,24.0,13.0,13.0,14.0,19.0,21.0,19.0,22.0,10.0,7.0,6.0,7.0,22.0,18.0,19.0
99,8.0,4.0,15.0,16.0,15.0,24.0,22.0,14.0,14.0,16.0,19.0,18.0,18.0,19.0,13.0,11.0,9.0,10.0,17.0,16.0,16.0
