,Power load,Electricity Cost,Damage
0,2973.4072022160667,51.666666666666664,1.0217950198067327
1,3189.196675900278,50.041666666666664,1.2182319935738335
2,3439.1966759002776,49.54166666666667,1.2394186679406984
3,3165.5124653739617,50.37499999999999,1.0145396599379863
4,3128.670360110804,50.74999999999999,1.0694326186244443
5,3139.1966759002776,50.749999999999986,1.153934549167136
6,5960.249307479225,46.708333333333336,1.2332318180800088
7,3752.35457063712,51.375,0.8265629918850461
8,8052.35457063712,45.66666666666667,1.237718390528015
9,8141.8282548476445,45.875,1.1925677013046907
10,4610.249307479225,47.54166666666667,1.297750810938184
11,5739.196675900278,50.041666666666664,0.7877392821015987
12,3747.0914127423835,52.66666666666666,0.8151506200095778
13,8752.354570637119,45.24999999999999,1.3631742696663478
14,3399.722991689751,50.29166666666666,1.1864095659573517
15,3410.2493074792246,51.291666666666664,0.9367331725301721
16,3391.828254847646,51.541666666666664,0.8726548676665006
17,5894.459833795013,51.49999999999999,0.7505792344347578
18,4010.2493074792246,48.87499999999999,1.1972117323791738
19,3068.1440443213305,51.25000000000001,1.0176958752567522
20,5733.933518005541,51.41666666666666,0.7757391066607713
21,4933.933518005541,51.625000000000014,0.7429217713686731
22,3641.8282548476454,51.99999999999999,0.8519569779565356
23,3133.9335180055414,52.5,0.9645084125960907
24,4694.459833795014,47.624999999999986,1.1891936890118149
25,3499.722991689751,52.124999999999986,0.8556061075668348
26,3436.565096952909,50.83333333333332,0.9172545186265196
27,4565.5124653739595,48.041666666666664,1.1817554937512598
28,6462.880886426595,46.33333333333333,1.239061870750642
29,6226.0387811634355,50.5,0.7623535785029151
30,4944.459833795013,47.79166666666667,1.129760357657158
31,6418.1440443213305,46.54166666666667,1.1714353593134956
32,3291.8282548476454,51.62499999999999,0.9902357516673492
33,3957.6177285318563,50.99999999999999,0.8586910647350464
34,3607.6177285318554,50.791666666666664,0.9900573821981429
35,3297.091412742383,50.333333333333336,1.094559343241275
36,4341.828254847645,52.91666666666667,0.7878709483064186
37,3562.880886426593,48.916666666666664,1.212432272115105
38,3757.6177285318563,50.208333333333336,0.9835930467604042
39,6452.35457063712,47.54166666666666,1.0022700171943264
40,8531.30193905817,46.66666666666665,1.1436484020705417
41,7302.35457063712,48.833333333333336,0.9359327672661397
42,4652.354570637119,47.95833333333333,1.17129434065199
43,5554.986149584488,47.0,1.1636764855604493
44,4439.196675900276,51.04166666666666,0.8246359697021907
45,5041.828254847645,47.5,1.2659025357770024
46,3931.301939058172,49.20833333333332,1.1736606446572786
47,5176.0387811634355,51.208333333333314,0.7920355900149643
48,4291.8282548476445,53.083333333333336,0.8031085971637432
49,4047.0914127423835,50.33333333333333,0.9239137756909552
50,3468.14404432133,49.666666666666664,1.1011220223969003
51,7597.091412742383,48.58333333333333,0.9624680849235563
52,4518.144044321329,53.083333333333336,0.707301712614476
53,3147.0914127423825,52.0,0.9758156015133655
54,4015.512465373962,47.79166666666666,1.2556961188359033
55,4494.459833795015,47.99999999999999,1.2525462944883836
56,3712.880886426593,49.375,1.1194227578716354
57,3689.196675900277,51.37500000000001,0.9082838468394754
58,8389.196675900277,47.20833333333334,1.0840877409466934
59,4720.775623268699,51.66666666666667,0.7712139685694706
60,4678.670360110804,51.916666666666664,0.7035961298490896
61,4320.775623268698,48.24999999999999,1.1671618084596145
62,4352.35457063712,51.20833333333334,0.7879313039356132
63,3683.9335180055405,50.04166666666667,1.0703034190304788
64,8194.459833795014,47.375,1.06382889064259
65,9436.565096952909,45.20833333333333,1.3552895091001127
66,3831.301939058172,50.12499999999999,1.0054147779701934
67,3889.196675900278,52.875000000000014,0.8112419630780251
68,5926.0387811634355,47.08333333333333,1.1063947974707111
69,4512.880886426594,49.0,1.0617908985397455
70,5407.617728531855,47.24999999999999,1.2181801529629068
71,5965.512465373961,48.83333333333333,0.9383444616465235
72,7889.196675900278,45.87499999999999,1.3058528862447363
73,6049.72299168975,49.208333333333336,0.9348826119996462
74,4278.670360110804,54.00000000000001,0.7661363006873092
75,3860.2493074792255,49.708333333333336,1.0682016250390074
76,6457.617728531856,49.20833333333332,0.9351583116772546
77,7386.565096952908,47.291666666666664,1.0710235412068414
78,6783.933518005542,46.16666666666666,1.1814181644782245
79,7168.144044321329,47.625,0.9694274334174476
80,5302.35457063712,48.333333333333336,1.0341220687458212
81,5183.933518005541,47.33333333333333,1.1947506071048215
82,5241.828254847646,49.08333333333332,0.9858696143461606
83,7802.35457063712,49.583333333333336,0.8984806341608624
84,5483.93351800554,48.04166666666668,1.0610101289904044
