,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
0,14.0,20.0,15.0,18.0,15.0,13.0,15.0,16.0,15.0,21.0,11.0,9.0,22.0,16.0,24.0,24.0,14.0,13.0,10.0,11.0,8.0,7.0,13.0,15.0,18.0,18.0,13.0,18.0,17.0,8.0,18.0,13.0,16.0,16.0,16.0
1,14.0,14.0,6.0,13.0,19.0,21.0,23.0,14.0,18.0,14.0,22.0,14.0,13.0,15.0,22.0,17.0,18.0,21.0,6.0,13.0,7.0,17.0,10.0,11.0,19.0,19.0,10.0,16.0,18.0,16.0,12.0,17.0,15.0,6.0,20.0
2,17.0,7.0,14.0,17.0,9.0,22.0,24.0,13.0,17.0,24.0,11.0,13.0,18.0,14.0,24.0,23.0,20.0,19.0,7.0,7.0,4.0,7.0,8.0,15.0,20.0,21.0,24.0,7.0,24.0,24.0,15.0,7.0,6.0,6.0,22.0
3,24.0,10.0,8.0,8.0,16.0,21.0,23.0,18.0,19.0,12.0,14.0,12.0,16.0,19.0,24.0,21.0,20.0,19.0,5.0,11.0,4.0,8.0,6.0,14.0,15.0,24.0,22.0,13.0,16.0,12.0,15.0,8.0,14.0,15.0,24.0
4,10.0,15.0,13.0,15.0,13.0,20.0,24.0,9.0,16.0,14.0,21.0,18.0,14.0,18.0,23.0,24.0,14.0,16.0,3.0,13.0,11.0,10.0,11.0,24.0,16.0,19.0,10.0,12.0,15.0,16.0,14.0,14.0,12.0,14.0,19.0
5,23.0,14.0,6.0,12.0,15.0,17.0,23.0,20.0,21.0,19.0,17.0,7.0,12.0,14.0,24.0,18.0,24.0,19.0,3.0,9.0,7.0,11.0,13.0,2.0,24.0,17.0,23.0,12.0,20.0,24.0,12.0,9.0,11.0,8.0,20.0
6,23.0,9.0,7.0,11.0,14.0,24.0,22.0,14.0,16.0,18.0,21.0,14.0,10.0,17.0,23.0,16.0,19.0,17.0,17.0,11.0,1.0,4.0,15.0,12.0,15.0,17.0,23.0,16.0,20.0,22.0,10.0,12.0,4.0,13.0,23.0
7,21.0,6.0,10.0,14.0,16.0,21.0,22.0,11.0,16.0,17.0,24.0,10.0,16.0,16.0,24.0,20.0,20.0,14.0,13.0,10.0,3.0,12.0,13.0,19.0,19.0,13.0,22.0,4.0,23.0,19.0,13.0,6.0,7.0,13.0,23.0
8,19.0,14.0,10.0,14.0,14.0,17.0,22.0,10.0,11.0,15.0,18.0,9.0,24.0,23.0,24.0,24.0,12.0,6.0,12.0,19.0,7.0,7.0,10.0,18.0,18.0,14.0,18.0,17.0,16.0,11.0,10.0,10.0,17.0,20.0,20.0
9,15.0,10.0,17.0,11.0,9.0,24.0,24.0,13.0,17.0,19.0,20.0,12.0,12.0,17.0,23.0,24.0,23.0,18.0,6.0,7.0,3.0,17.0,8.0,15.0,17.0,14.0,22.0,9.0,24.0,20.0,13.0,9.0,8.0,13.0,17.0
10,18.0,9.0,16.0,15.0,16.0,19.0,17.0,15.0,17.0,14.0,17.0,14.0,15.0,18.0,19.0,11.0,18.0,24.0,11.0,10.0,11.0,8.0,12.0,19.0,19.0,16.0,17.0,11.0,19.0,22.0,3.0,9.0,15.0,17.0,19.0
