,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,5.0,4.0,18.0,19.0,18.0,20.0,20.0,19.0,13.0,8.0,22.0,20.0,17.0,24.0,11.0,10.0,5.0,5.0,18.0,18.0,20.0
1,5.0,8.0,15.0,14.0,18.0,23.0,21.0,11.0,12.0,15.0,20.0,21.0,20.0,23.0,19.0,15.0,13.0,3.0,13.0,16.0,9.0
2,13.0,12.0,12.0,7.0,13.0,24.0,23.0,18.0,16.0,15.0,16.0,14.0,20.0,21.0,24.0,10.0,12.0,9.0,14.0,15.0,6.0
3,9.0,5.0,16.0,13.0,13.0,24.0,24.0,22.0,12.0,16.0,16.0,14.0,19.0,24.0,24.0,12.0,14.0,11.0,9.0,9.0,8.0
4,12.0,5.0,13.0,9.0,18.0,23.0,24.0,12.0,18.0,18.0,17.0,17.0,17.0,23.0,15.0,8.0,8.0,8.0,17.0,16.0,16.0
5,9.0,16.0,12.0,10.0,12.0,24.0,21.0,19.0,18.0,17.0,15.0,16.0,14.0,24.0,24.0,14.0,6.0,10.0,9.0,12.0,12.0
6,10.0,11.0,13.0,12.0,10.0,24.0,24.0,15.0,15.0,16.0,17.0,19.0,17.0,20.0,18.0,10.0,1.0,4.0,22.0,17.0,19.0
7,15.0,14.0,15.0,6.0,13.0,19.0,22.0,14.0,16.0,19.0,16.0,18.0,16.0,17.0,14.0,10.0,10.0,12.0,14.0,16.0,18.0
8,10.0,6.0,15.0,15.0,17.0,20.0,21.0,12.0,22.0,14.0,17.0,17.0,17.0,21.0,15.0,10.0,4.0,15.0,17.0,14.0,15.0
9,14.0,11.0,16.0,11.0,4.0,24.0,24.0,24.0,11.0,14.0,10.0,16.0,24.0,24.0,24.0,10.0,5.0,6.0,16.0,14.0,12.0
10,12.0,2.0,12.0,17.0,15.0,22.0,24.0,17.0,19.0,13.0,19.0,18.0,13.0,24.0,15.0,11.0,7.0,7.0,14.0,16.0,17.0
11,7.0,8.0,10.0,15.0,16.0,24.0,24.0,20.0,13.0,12.0,19.0,16.0,19.0,24.0,9.0,5.0,9.0,10.0,20.0,16.0,18.0
12,14.0,13.0,13.0,12.0,9.0,19.0,24.0,18.0,16.0,17.0,11.0,17.0,20.0,20.0,18.0,17.0,14.0,12.0,8.0,12.0,10.0
13,12.0,6.0,9.0,12.0,17.0,24.0,24.0,20.0,17.0,19.0,18.0,14.0,11.0,24.0,23.0,14.0,9.0,5.0,12.0,11.0,13.0
14,5.0,10.0,9.0,13.0,19.0,24.0,24.0,14.0,18.0,13.0,20.0,15.0,19.0,22.0,22.0,14.0,10.0,10.0,12.0,11.0,10.0
15,3.0,3.0,22.0,16.0,12.0,24.0,24.0,9.0,14.0,9.0,20.0,23.0,24.0,24.0,3.0,15.0,6.0,4.0,20.0,20.0,19.0
16,9.0,9.0,15.0,11.0,12.0,24.0,24.0,16.0,16.0,20.0,20.0,13.0,14.0,24.0,20.0,16.0,5.0,4.0,14.0,17.0,11.0
17,10.0,8.0,14.0,17.0,14.0,22.0,19.0,20.0,15.0,12.0,19.0,21.0,12.0,23.0,13.0,11.0,12.0,5.0,17.0,14.0,16.0
18,3.0,4.0,17.0,20.0,15.0,21.0,24.0,16.0,11.0,15.0,14.0,20.0,23.0,24.0,7.0,7.0,7.0,7.0,23.0,18.0,18.0
19,11.0,12.0,9.0,14.0,17.0,21.0,20.0,12.0,18.0,15.0,13.0,20.0,21.0,17.0,14.0,13.0,10.0,11.0,13.0,19.0,14.0
20,4.0,12.0,17.0,18.0,18.0,18.0,17.0,10.0,20.0,15.0,20.0,15.0,19.0,18.0,14.0,11.0,8.0,5.0,14.0,21.0,20.0
21,8.0,14.0,11.0,13.0,10.0,24.0,24.0,19.0,17.0,11.0,15.0,22.0,15.0,24.0,24.0,18.0,5.0,6.0,12.0,6.0,16.0
22,9.0,15.0,9.0,15.0,8.0,24.0,24.0,15.0,16.0,4.0,21.0,21.0,22.0,24.0,21.0,13.0,5.0,7.0,13.0,13.0,15.0
23,12.0,8.0,8.0,13.0,15.0,24.0,24.0,15.0,11.0,13.0,20.0,18.0,22.0,24.0,24.0,9.0,8.0,9.0,18.0,12.0,7.0
24,0.0,0.0,22.0,18.0,22.0,20.0,22.0,14.0,13.0,18.0,16.0,17.0,21.0,22.0,8.0,11.0,8.0,2.0,20.0,18.0,22.0
25,5.0,6.0,15.0,17.0,13.0,24.0,24.0,15.0,13.0,13.0,16.0,24.0,18.0,24.0,9.0,12.0,3.0,9.0,17.0,17.0,20.0
26,8.0,10.0,11.0,14.0,13.0,24.0,24.0,12.0,18.0,10.0,18.0,24.0,17.0,24.0,24.0,15.0,5.0,4.0,19.0,5.0,15.0
27,14.0,10.0,8.0,8.0,16.0,24.0,24.0,14.0,13.0,17.0,24.0,14.0,17.0,24.0,23.0,18.0,5.0,2.0,11.0,21.0,7.0
28,5.0,11.0,17.0,18.0,8.0,23.0,22.0,18.0,16.0,13.0,18.0,16.0,18.0,19.0,18.0,14.0,3.0,9.0,16.0,12.0,20.0
29,8.0,12.0,12.0,16.0,8.0,24.0,24.0,18.0,14.0,9.0,20.0,15.0,23.0,24.0,16.0,7.0,6.0,7.0,17.0,16.0,18.0
30,10.0,6.0,8.0,15.0,17.0,24.0,24.0,20.0,13.0,12.0,24.0,14.0,16.0,24.0,24.0,9.0,6.0,14.0,10.0,11.0,13.0
31,13.0,8.0,14.0,7.0,16.0,24.0,22.0,20.0,15.0,14.0,15.0,17.0,18.0,19.0,21.0,6.0,7.0,11.0,18.0,16.0,13.0
32,9.0,8.0,15.0,15.0,11.0,22.0,24.0,17.0,16.0,13.0,18.0,17.0,18.0,22.0,19.0,18.0,12.0,4.0,9.0,13.0,14.0
33,11.0,12.0,20.0,10.0,17.0,18.0,16.0,17.0,18.0,12.0,18.0,18.0,16.0,16.0,18.0,16.0,11.0,3.0,12.0,18.0,17.0
34,4.0,1.0,19.0,18.0,21.0,21.0,20.0,9.0,10.0,14.0,20.0,24.0,22.0,24.0,9.0,8.0,9.0,6.0,16.0,17.0,22.0
35,12.0,13.0,13.0,11.0,14.0,22.0,19.0,20.0,14.0,16.0,14.0,16.0,19.0,24.0,18.0,11.0,9.0,11.0,13.0,10.0,15.0
36,6.0,3.0,16.0,19.0,16.0,23.0,21.0,14.0,10.0,13.0,17.0,22.0,23.0,24.0,4.0,4.0,12.0,3.0,22.0,24.0,18.0
37,4.0,9.0,12.0,16.0,18.0,24.0,21.0,17.0,18.0,17.0,17.0,15.0,15.0,15.0,15.0,9.0,11.0,5.0,19.0,19.0,18.0
38,9.0,14.0,7.0,15.0,11.0,24.0,24.0,14.0,14.0,7.0,24.0,21.0,19.0,24.0,24.0,15.0,3.0,4.0,14.0,11.0,16.0
39,14.0,7.0,15.0,8.0,16.0,20.0,24.0,16.0,11.0,15.0,18.0,19.0,20.0,24.0,17.0,13.0,12.0,15.0,8.0,12.0,10.0
40,8.0,4.0,15.0,14.0,15.0,24.0,24.0,22.0,12.0,12.0,19.0,20.0,14.0,24.0,23.0,3.0,3.0,12.0,9.0,17.0,20.0
41,3.0,11.0,9.0,13.0,21.0,24.0,23.0,17.0,14.0,12.0,22.0,18.0,16.0,24.0,14.0,8.0,9.0,5.0,16.0,18.0,17.0
42,12.0,14.0,8.0,15.0,7.0,24.0,24.0,16.0,16.0,13.0,20.0,19.0,15.0,21.0,24.0,14.0,10.0,10.0,10.0,10.0,12.0
43,5.0,6.0,17.0,16.0,12.0,24.0,24.0,13.0,12.0,14.0,20.0,24.0,16.0,23.0,18.0,7.0,4.0,8.0,10.0,18.0,23.0
44,10.0,11.0,14.0,11.0,10.0,24.0,24.0,11.0,17.0,18.0,18.0,18.0,17.0,24.0,19.0,11.0,11.0,8.0,12.0,12.0,14.0
45,10.0,8.0,13.0,9.0,16.0,24.0,24.0,24.0,16.0,12.0,14.0,19.0,14.0,24.0,24.0,8.0,5.0,11.0,17.0,12.0,10.0
46,10.0,9.0,14.0,17.0,12.0,22.0,20.0,12.0,16.0,16.0,19.0,20.0,16.0,19.0,13.0,13.0,2.0,12.0,22.0,17.0,13.0
47,1.0,0.0,17.0,22.0,18.0,24.0,22.0,16.0,12.0,11.0,18.0,21.0,21.0,24.0,4.0,7.0,12.0,3.0,24.0,20.0,17.0
48,7.0,14.0,8.0,16.0,11.0,24.0,24.0,17.0,12.0,15.0,19.0,17.0,19.0,21.0,16.0,6.0,5.0,8.0,17.0,19.0,19.0
49,3.0,8.0,17.0,13.0,15.0,24.0,24.0,23.0,13.0,13.0,14.0,20.0,16.0,24.0,23.0,5.0,7.0,3.0,19.0,12.0,18.0
50,11.0,10.0,13.0,11.0,14.0,21.0,24.0,17.0,11.0,12.0,21.0,18.0,20.0,24.0,18.0,11.0,5.0,6.0,18.0,18.0,11.0
51,7.0,2.0,15.0,20.0,12.0,24.0,24.0,16.0,6.0,15.0,24.0,18.0,20.0,23.0,17.0,9.0,9.0,2.0,15.0,17.0,19.0
52,9.0,4.0,24.0,11.0,8.0,24.0,24.0,18.0,12.0,21.0,11.0,24.0,13.0,24.0,24.0,12.0,11.0,4.0,7.0,9.0,20.0
53,6.0,5.0,15.0,13.0,22.0,23.0,20.0,16.0,14.0,15.0,18.0,20.0,16.0,21.0,13.0,8.0,12.0,6.0,16.0,14.0,21.0
54,16.0,9.0,6.0,12.0,14.0,23.0,24.0,19.0,15.0,20.0,17.0,15.0,13.0,24.0,24.0,15.0,8.0,10.0,10.0,7.0,13.0
55,5.0,3.0,20.0,18.0,10.0,24.0,24.0,14.0,10.0,8.0,24.0,22.0,21.0,24.0,5.0,7.0,6.0,5.0,17.0,23.0,24.0
56,9.0,9.0,17.0,6.0,15.0,24.0,24.0,23.0,13.0,14.0,12.0,19.0,18.0,24.0,24.0,7.0,7.0,8.0,13.0,17.0,11.0
57,1.0,8.0,19.0,13.0,19.0,23.0,21.0,17.0,14.0,13.0,18.0,17.0,20.0,22.0,17.0,6.0,10.0,7.0,14.0,19.0,16.0
