,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
0,24.0,18.0,18.0,7.0,5.0,18.0,20.0,4.0,9.0,22.0,12.0,22.0,20.0,21.0,21.0,24.0,21.0,6.0,12.0,17.0,3.0,11.0,18.0,7.0,24.0,4.0,22.0,16.0,19.0,19.0,6.0,10.0,5.0,23.0,22.0
1,22.0,10.0,10.0,9.0,24.0,11.0,24.0,14.0,20.0,10.0,15.0,21.0,14.0,16.0,20.0,16.0,24.0,11.0,9.0,18.0,6.0,10.0,7.0,17.0,16.0,10.0,18.0,24.0,14.0,16.0,7.0,10.0,11.0,22.0,24.0
2,21.0,6.0,10.0,19.0,14.0,16.0,24.0,22.0,24.0,12.0,19.0,14.0,12.0,7.0,21.0,15.0,20.0,5.0,9.0,24.0,10.0,9.0,11.0,8.0,11.0,18.0,21.0,24.0,12.0,17.0,14.0,12.0,11.0,24.0,14.0
3,16.0,19.0,15.0,24.0,3.0,13.0,20.0,15.0,12.0,17.0,17.0,13.0,18.0,18.0,15.0,19.0,19.0,24.0,10.0,13.0,4.0,12.0,10.0,9.0,14.0,15.0,24.0,18.0,19.0,20.0,24.0,8.0,10.0,7.0,16.0
4,21.0,17.0,18.0,14.0,8.0,12.0,20.0,9.0,11.0,6.0,18.0,24.0,18.0,24.0,20.0,14.0,20.0,5.0,12.0,17.0,16.0,14.0,16.0,22.0,11.0,16.0,11.0,12.0,20.0,16.0,24.0,8.0,13.0,14.0,9.0
5,24.0,11.0,13.0,21.0,11.0,12.0,18.0,24.0,13.0,14.0,7.0,16.0,14.0,22.0,24.0,16.0,24.0,6.0,5.0,24.0,5.0,5.0,24.0,6.0,24.0,4.0,21.0,18.0,9.0,21.0,9.0,11.0,6.0,24.0,24.0
6,24.0,16.0,11.0,12.0,4.0,24.0,19.0,6.0,19.0,24.0,10.0,23.0,13.0,15.0,24.0,19.0,18.0,6.0,18.0,16.0,3.0,10.0,13.0,7.0,23.0,23.0,17.0,9.0,23.0,14.0,7.0,6.0,7.0,24.0,23.0
7,13.0,14.0,18.0,24.0,13.0,13.0,15.0,18.0,15.0,10.0,13.0,15.0,15.0,24.0,24.0,14.0,7.0,16.0,15.0,16.0,12.0,5.0,24.0,20.0,9.0,16.0,24.0,4.0,24.0,10.0,9.0,13.0,7.0,21.0,20.0
8,18.0,8.0,17.0,9.0,22.0,12.0,24.0,6.0,21.0,21.0,9.0,21.0,15.0,17.0,20.0,18.0,15.0,8.0,17.0,15.0,11.0,12.0,19.0,7.0,14.0,20.0,6.0,24.0,18.0,19.0,18.0,7.0,13.0,19.0,10.0
9,22.0,10.0,11.0,7.0,21.0,15.0,24.0,4.0,16.0,21.0,24.0,15.0,7.0,23.0,22.0,16.0,21.0,12.0,6.0,12.0,15.0,10.0,4.0,12.0,24.0,10.0,20.0,22.0,19.0,21.0,3.0,9.0,9.0,19.0,24.0
