,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,7.0,4.0,11.0,17.0,17.0,24.0,24.0,15.0,10.0,5.0,24.0,24.0,21.0,24.0,24.0,10.0,6.0,10.0,14.0,15.0,8.0
1,10.0,8.0,12.0,15.0,12.0,24.0,23.0,18.0,15.0,12.0,19.0,16.0,19.0,24.0,14.0,9.0,12.0,15.0,11.0,13.0,13.0
2,11.0,14.0,9.0,10.0,14.0,22.0,24.0,15.0,11.0,17.0,16.0,19.0,21.0,24.0,24.0,18.0,13.0,4.0,13.0,11.0,4.0
3,12.0,13.0,14.0,8.0,9.0,24.0,24.0,19.0,21.0,16.0,9.0,15.0,19.0,24.0,24.0,15.0,7.0,7.0,8.0,16.0,10.0
4,13.0,16.0,7.0,13.0,13.0,20.0,22.0,21.0,13.0,17.0,18.0,13.0,17.0,17.0,21.0,18.0,13.0,11.0,11.0,10.0,10.0
5,12.0,8.0,14.0,15.0,15.0,21.0,19.0,14.0,11.0,14.0,17.0,24.0,19.0,17.0,15.0,13.0,10.0,8.0,16.0,16.0,16.0
6,9.0,13.0,12.0,15.0,7.0,24.0,24.0,20.0,16.0,16.0,15.0,14.0,18.0,20.0,21.0,13.0,15.0,7.0,12.0,15.0,8.0
7,9.0,9.0,12.0,14.0,13.0,24.0,23.0,21.0,17.0,17.0,15.0,15.0,14.0,24.0,17.0,16.0,10.0,5.0,13.0,16.0,10.0
8,6.0,14.0,14.0,11.0,12.0,23.0,24.0,18.0,15.0,12.0,14.0,20.0,20.0,23.0,13.0,4.0,14.0,5.0,18.0,18.0,16.0
9,10.0,15.0,8.0,8.0,18.0,24.0,21.0,18.0,12.0,16.0,19.0,16.0,18.0,24.0,24.0,10.0,7.0,5.0,16.0,15.0,10.0
10,14.0,3.0,13.0,18.0,17.0,16.0,23.0,15.0,14.0,19.0,16.0,16.0,19.0,20.0,14.0,16.0,9.0,10.0,16.0,9.0,17.0
11,6.0,11.0,14.0,16.0,9.0,24.0,24.0,17.0,17.0,18.0,17.0,14.0,16.0,21.0,19.0,12.0,8.0,4.0,9.0,16.0,22.0
12,2.0,1.0,15.0,18.0,20.0,24.0,24.0,10.0,10.0,18.0,19.0,20.0,22.0,24.0,12.0,8.0,12.0,7.0,24.0,8.0,16.0
13,13.0,2.0,9.0,16.0,19.0,24.0,21.0,15.0,16.0,16.0,17.0,18.0,17.0,24.0,13.0,12.0,4.0,4.0,21.0,15.0,18.0
14,17.0,8.0,11.0,13.0,13.0,23.0,19.0,21.0,15.0,12.0,17.0,20.0,14.0,18.0,20.0,7.0,7.0,14.0,18.0,11.0,16.0
15,11.0,14.0,8.0,5.0,18.0,24.0,24.0,18.0,18.0,14.0,15.0,24.0,10.0,23.0,24.0,16.0,5.0,6.0,17.0,10.0,10.0
16,5.0,2.0,20.0,20.0,18.0,19.0,20.0,13.0,13.0,14.0,14.0,22.0,23.0,18.0,5.0,10.0,13.0,8.0,18.0,20.0,19.0
17,11.0,10.0,15.0,10.0,12.0,22.0,24.0,21.0,17.0,16.0,14.0,15.0,16.0,24.0,16.0,14.0,5.0,6.0,14.0,20.0,12.0
18,8.0,7.0,21.0,13.0,11.0,20.0,24.0,15.0,13.0,14.0,20.0,19.0,18.0,18.0,14.0,11.0,17.0,4.0,14.0,14.0,19.0
19,6.0,8.0,17.0,11.0,19.0,24.0,19.0,10.0,14.0,17.0,20.0,19.0,19.0,24.0,8.0,13.0,11.0,5.0,12.0,19.0,19.0
20,2.0,8.0,20.0,16.0,20.0,21.0,17.0,16.0,18.0,15.0,18.0,16.0,16.0,23.0,13.0,13.0,8.0,4.0,14.0,16.0,20.0
21,4.0,8.0,23.0,16.0,5.0,24.0,24.0,16.0,6.0,5.0,24.0,24.0,24.0,24.0,22.0,5.0,7.0,7.0,5.0,20.0,21.0
