,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
54,12.0,12.0,11.0,10.0,24.0,18.0,16.0,3.0,4.0,1.0,22.0,16.0,18.0,21.0,24.0,1.0,10.0,6.0,13.0,24.0,22.0,16.0,20.0
55,18.0,13.0,11.0,10.0,24.0,21.0,6.0,9.0,13.0,11.0,12.0,8.0,15.0,24.0,17.0,3.0,4.0,3.0,16.0,21.0,17.0,24.0,24.0
56,16.0,15.0,12.0,15.0,18.0,8.0,19.0,12.0,14.0,6.0,12.0,14.0,10.0,18.0,23.0,5.0,4.0,18.0,15.0,18.0,13.0,21.0,18.0
57,18.0,7.0,13.0,7.0,15.0,19.0,24.0,16.0,14.0,8.0,10.0,10.0,8.0,24.0,19.0,14.0,11.0,8.0,3.0,11.0,17.0,24.0,24.0
58,17.0,11.0,10.0,8.0,18.0,15.0,24.0,4.0,3.0,3.0,21.0,21.0,9.0,24.0,24.0,10.0,4.0,9.0,4.0,22.0,18.0,22.0,23.0
59,8.0,12.0,11.0,9.0,23.0,19.0,21.0,2.0,8.0,0.0,15.0,18.0,20.0,22.0,24.0,3.0,3.0,15.0,5.0,24.0,24.0,19.0,19.0
60,12.0,14.0,12.0,9.0,18.0,16.0,22.0,7.0,2.0,1.0,18.0,20.0,19.0,22.0,20.0,8.0,5.0,7.0,9.0,13.0,24.0,24.0,22.0
61,17.0,17.0,16.0,3.0,16.0,16.0,18.0,6.0,4.0,6.0,15.0,14.0,16.0,24.0,24.0,1.0,7.0,14.0,10.0,18.0,16.0,23.0,23.0
62,9.0,12.0,14.0,7.0,17.0,24.0,20.0,12.0,5.0,4.0,8.0,15.0,17.0,24.0,24.0,3.0,10.0,3.0,3.0,23.0,22.0,24.0,24.0
63,19.0,18.0,12.0,12.0,13.0,13.0,16.0,5.0,18.0,13.0,14.0,14.0,14.0,17.0,14.0,3.0,12.0,16.0,6.0,15.0,17.0,20.0,23.0
64,15.0,7.0,11.0,10.0,15.0,24.0,21.0,3.0,6.0,6.0,16.0,13.0,20.0,21.0,24.0,1.0,16.0,13.0,5.0,14.0,20.0,23.0,20.0
65,15.0,19.0,8.0,6.0,24.0,19.0,12.0,2.0,8.0,2.0,20.0,12.0,18.0,24.0,23.0,5.0,5.0,3.0,12.0,18.0,21.0,24.0,24.0
66,24.0,16.0,11.0,7.0,18.0,18.0,9.0,6.0,9.0,7.0,5.0,18.0,20.0,20.0,24.0,7.0,14.0,2.0,4.0,21.0,18.0,24.0,22.0
67,19.0,12.0,12.0,10.0,17.0,15.0,18.0,8.0,18.0,17.0,6.0,13.0,15.0,17.0,15.0,3.0,18.0,9.0,5.0,17.0,15.0,21.0,24.0
68,15.0,7.0,3.0,7.0,23.0,24.0,24.0,8.0,10.0,7.0,9.0,14.0,13.0,24.0,24.0,4.0,2.0,11.0,3.0,24.0,22.0,24.0,22.0
69,14.0,9.0,8.0,10.0,24.0,14.0,24.0,7.0,12.0,2.0,12.0,12.0,18.0,24.0,22.0,5.0,2.0,14.0,2.0,23.0,21.0,21.0,24.0
70,20.0,6.0,18.0,7.0,17.0,17.0,18.0,13.0,3.0,6.0,14.0,17.0,14.0,21.0,21.0,4.0,4.0,3.0,6.0,24.0,23.0,24.0,24.0
71,22.0,13.0,16.0,19.0,8.0,13.0,12.0,13.0,16.0,8.0,11.0,12.0,7.0,22.0,20.0,4.0,15.0,6.0,16.0,12.0,12.0,24.0,23.0
72,23.0,7.0,16.0,14.0,11.0,16.0,16.0,13.0,10.0,6.0,16.0,18.0,7.0,15.0,24.0,9.0,9.0,5.0,11.0,20.0,15.0,24.0,19.0
73,15.0,18.0,13.0,10.0,9.0,19.0,19.0,4.0,11.0,10.0,15.0,14.0,17.0,21.0,17.0,6.0,17.0,4.0,7.0,16.0,18.0,24.0,20.0
74,11.0,11.0,9.0,16.0,21.0,16.0,19.0,7.0,7.0,10.0,15.0,13.0,13.0,20.0,24.0,1.0,3.0,12.0,4.0,23.0,23.0,22.0,24.0
75,5.0,12.0,14.0,17.0,15.0,20.0,20.0,0.0,3.0,1.0,23.0,15.0,22.0,22.0,23.0,6.0,13.0,4.0,7.0,21.0,17.0,24.0,20.0
76,19.0,18.0,17.0,14.0,13.0,11.0,11.0,14.0,15.0,5.0,15.0,9.0,11.0,24.0,16.0,9.0,4.0,12.0,9.0,16.0,16.0,22.0,24.0
77,18.0,14.0,16.0,12.0,16.0,13.0,14.0,9.0,14.0,16.0,7.0,17.0,16.0,12.0,18.0,3.0,11.0,14.0,7.0,16.0,20.0,24.0,17.0
78,24.0,8.0,7.0,8.0,17.0,16.0,23.0,13.0,11.0,13.0,10.0,12.0,9.0,17.0,24.0,4.0,10.0,9.0,3.0,24.0,14.0,24.0,24.0
79,17.0,10.0,18.0,11.0,10.0,17.0,20.0,8.0,3.0,7.0,22.0,8.0,18.0,24.0,19.0,3.0,4.0,11.0,6.0,17.0,24.0,23.0,24.0
80,14.0,12.0,11.0,11.0,18.0,17.0,20.0,6.0,14.0,4.0,11.0,19.0,18.0,15.0,22.0,6.0,9.0,12.0,9.0,22.0,15.0,23.0,16.0
81,21.0,15.0,14.0,2.0,17.0,20.0,14.0,1.0,4.0,19.0,11.0,15.0,18.0,20.0,21.0,5.0,9.0,6.0,9.0,18.0,17.0,24.0,24.0
82,16.0,11.0,17.0,16.0,15.0,17.0,11.0,9.0,7.0,6.0,7.0,18.0,19.0,19.0,24.0,7.0,8.0,5.0,4.0,22.0,18.0,24.0,24.0
83,24.0,14.0,14.0,9.0,13.0,18.0,11.0,10.0,15.0,7.0,12.0,14.0,5.0,22.0,24.0,12.0,7.0,5.0,14.0,12.0,14.0,24.0,24.0
84,18.0,12.0,11.0,13.0,15.0,13.0,21.0,5.0,14.0,5.0,9.0,17.0,11.0,24.0,24.0,9.0,8.0,9.0,10.0,13.0,16.0,24.0,23.0
85,13.0,17.0,9.0,11.0,14.0,19.0,20.0,10.0,13.0,5.0,12.0,12.0,15.0,18.0,24.0,3.0,9.0,5.0,11.0,21.0,16.0,23.0,24.0
86,13.0,9.0,10.0,14.0,18.0,22.0,17.0,3.0,3.0,1.0,23.0,10.0,23.0,24.0,22.0,4.0,8.0,2.0,8.0,20.0,24.0,24.0,22.0
87,24.0,14.0,11.0,6.0,17.0,15.0,16.0,4.0,11.0,8.0,14.0,14.0,18.0,21.0,19.0,7.0,8.0,14.0,6.0,15.0,14.0,24.0,24.0
88,14.0,13.0,7.0,5.0,18.0,22.0,24.0,7.0,10.0,4.0,18.0,14.0,15.0,20.0,21.0,2.0,9.0,13.0,10.0,20.0,20.0,16.0,22.0
89,14.0,7.0,15.0,11.0,18.0,15.0,23.0,3.0,3.0,8.0,16.0,17.0,14.0,24.0,24.0,2.0,10.0,4.0,18.0,17.0,20.0,21.0,20.0
90,21.0,15.0,16.0,10.0,19.0,10.0,12.0,5.0,3.0,14.0,16.0,18.0,16.0,20.0,17.0,2.0,11.0,7.0,5.0,21.0,22.0,23.0,21.0
91,12.0,16.0,12.0,14.0,16.0,12.0,21.0,9.0,9.0,8.0,11.0,11.0,17.0,24.0,20.0,0.0,14.0,12.0,11.0,17.0,18.0,21.0,19.0
92,20.0,17.0,13.0,10.0,15.0,13.0,15.0,9.0,19.0,7.0,13.0,17.0,1.0,22.0,21.0,8.0,8.0,9.0,15.0,12.0,13.0,23.0,24.0
93,19.0,12.0,23.0,9.0,9.0,14.0,17.0,10.0,4.0,3.0,15.0,20.0,15.0,24.0,18.0,11.0,6.0,5.0,6.0,16.0,20.0,24.0,24.0
94,16.0,12.0,16.0,11.0,15.0,16.0,17.0,6.0,9.0,4.0,17.0,19.0,6.0,24.0,24.0,4.0,10.0,11.0,6.0,15.0,18.0,24.0,24.0
95,11.0,17.0,10.0,11.0,18.0,23.0,13.0,15.0,7.0,7.0,11.0,15.0,15.0,21.0,18.0,2.0,15.0,3.0,13.0,19.0,18.0,22.0,20.0
96,17.0,18.0,18.0,5.0,14.0,13.0,18.0,16.0,6.0,9.0,13.0,12.0,13.0,20.0,20.0,9.0,13.0,5.0,5.0,14.0,21.0,24.0,21.0
97,23.0,10.0,15.0,9.0,17.0,14.0,15.0,10.0,9.0,14.0,6.0,17.0,16.0,18.0,19.0,10.0,6.0,4.0,5.0,22.0,17.0,24.0,24.0
98,15.0,11.0,18.0,6.0,18.0,19.0,16.0,9.0,8.0,8.0,15.0,12.0,13.0,24.0,20.0,5.0,4.0,10.0,10.0,21.0,20.0,24.0,18.0
99,14.0,19.0,10.0,6.0,20.0,18.0,16.0,2.0,2.0,6.0,20.0,20.0,18.0,22.0,19.0,8.0,2.0,14.0,7.0,24.0,19.0,21.0,17.0
100,17.0,15.0,13.0,0.0,19.0,17.0,22.0,4.0,3.0,0.0,16.0,18.0,22.0,22.0,24.0,7.0,13.0,5.0,9.0,17.0,16.0,24.0,21.0
101,19.0,18.0,8.0,5.0,20.0,15.0,18.0,7.0,17.0,5.0,8.0,13.0,16.0,19.0,24.0,16.0,4.0,12.0,3.0,19.0,10.0,24.0,24.0
102,24.0,13.0,15.0,13.0,13.0,11.0,14.0,14.0,18.0,17.0,18.0,2.0,5.0,21.0,14.0,4.0,4.0,18.0,9.0,14.0,15.0,24.0,24.0
103,19.0,14.0,13.0,7.0,15.0,19.0,16.0,10.0,13.0,6.0,7.0,15.0,22.0,21.0,15.0,4.0,17.0,2.0,6.0,18.0,19.0,24.0,22.0
104,24.0,8.0,10.0,8.0,13.0,23.0,17.0,15.0,11.0,4.0,22.0,13.0,8.0,13.0,23.0,11.0,2.0,2.0,10.0,23.0,16.0,24.0,24.0
105,17.0,14.0,8.0,10.0,19.0,18.0,17.0,15.0,14.0,4.0,18.0,12.0,7.0,21.0,18.0,9.0,14.0,7.0,16.0,18.0,17.0,17.0,14.0
106,15.0,11.0,9.0,8.0,20.0,20.0,20.0,8.0,3.0,5.0,18.0,12.0,17.0,22.0,24.0,1.0,1.0,9.0,11.0,22.0,22.0,22.0,24.0
107,12.0,15.0,16.0,7.0,16.0,20.0,17.0,9.0,11.0,12.0,11.0,14.0,14.0,18.0,20.0,6.0,8.0,1.0,11.0,18.0,22.0,22.0,24.0
108,17.0,11.0,18.0,9.0,16.0,16.0,16.0,13.0,13.0,11.0,16.0,14.0,14.0,9.0,19.0,7.0,9.0,6.0,7.0,24.0,16.0,20.0,23.0
109,24.0,6.0,2.0,12.0,23.0,19.0,17.0,6.0,15.0,1.0,12.0,18.0,16.0,20.0,21.0,3.0,7.0,5.0,5.0,24.0,20.0,24.0,24.0
110,16.0,13.0,13.0,10.0,23.0,17.0,11.0,7.0,14.0,10.0,9.0,11.0,18.0,18.0,22.0,4.0,6.0,8.0,6.0,23.0,20.0,24.0,21.0
111,19.0,14.0,16.0,13.0,15.0,15.0,11.0,8.0,7.0,5.0,20.0,13.0,14.0,21.0,21.0,6.0,8.0,9.0,15.0,16.0,10.0,24.0,24.0
112,10.0,12.0,19.0,12.0,15.0,17.0,18.0,14.0,4.0,7.0,17.0,10.0,13.0,21.0,23.0,3.0,8.0,8.0,16.0,22.0,19.0,18.0,18.0
113,10.0,6.0,9.0,8.0,22.0,24.0,24.0,4.0,5.0,5.0,15.0,19.0,13.0,24.0,24.0,1.0,15.0,11.0,3.0,24.0,24.0,19.0,15.0
114,19.0,14.0,5.0,15.0,14.0,17.0,19.0,16.0,15.0,4.0,16.0,18.0,6.0,16.0,18.0,5.0,5.0,2.0,15.0,18.0,20.0,23.0,24.0
115,12.0,1.0,20.0,7.0,17.0,24.0,22.0,4.0,1.0,4.0,16.0,18.0,19.0,23.0,24.0,3.0,15.0,10.0,11.0,15.0,18.0,21.0,19.0
116,23.0,11.0,13.0,13.0,15.0,16.0,12.0,8.0,15.0,2.0,16.0,7.0,20.0,17.0,24.0,7.0,5.0,13.0,6.0,19.0,14.0,24.0,24.0
117,21.0,9.0,15.0,4.0,18.0,18.0,18.0,11.0,6.0,6.0,15.0,9.0,14.0,24.0,24.0,8.0,9.0,14.0,4.0,19.0,16.0,24.0,18.0
118,18.0,8.0,14.0,4.0,24.0,18.0,17.0,5.0,4.0,7.0,8.0,16.0,21.0,24.0,24.0,2.0,12.0,12.0,4.0,20.0,17.0,23.0,22.0
119,16.0,10.0,10.0,18.0,17.0,20.0,12.0,14.0,13.0,12.0,12.0,10.0,16.0,15.0,17.0,12.0,10.0,10.0,16.0,19.0,12.0,19.0,14.0
120,19.0,11.0,11.0,10.0,14.0,21.0,17.0,13.0,14.0,5.0,15.0,14.0,8.0,20.0,20.0,15.0,10.0,8.0,10.0,12.0,14.0,22.0,21.0
121,6.0,11.0,8.0,10.0,20.0,24.0,24.0,3.0,2.0,4.0,15.0,15.0,23.0,24.0,23.0,5.0,6.0,12.0,11.0,17.0,20.0,23.0,18.0
122,21.0,11.0,15.0,6.0,12.0,23.0,15.0,17.0,5.0,10.0,10.0,11.0,14.0,18.0,24.0,15.0,10.0,3.0,3.0,19.0,15.0,24.0,23.0
123,24.0,16.0,16.0,5.0,24.0,4.0,14.0,8.0,7.0,10.0,4.0,24.0,15.0,17.0,24.0,7.0,8.0,5.0,7.0,22.0,15.0,24.0,24.0
124,18.0,15.0,10.0,6.0,14.0,22.0,18.0,8.0,7.0,11.0,19.0,6.0,13.0,21.0,24.0,5.0,2.0,4.0,8.0,24.0,21.0,24.0,24.0
125,24.0,21.0,11.0,15.0,8.0,14.0,10.0,9.0,19.0,9.0,11.0,8.0,5.0,24.0,24.0,7.0,11.0,8.0,15.0,9.0,14.0,24.0,24.0
126,7.0,10.0,14.0,5.0,24.0,24.0,19.0,4.0,5.0,3.0,15.0,19.0,16.0,24.0,23.0,5.0,5.0,9.0,8.0,19.0,23.0,24.0,19.0
127,24.0,6.0,13.0,7.0,21.0,12.0,20.0,13.0,11.0,6.0,6.0,18.0,13.0,18.0,24.0,9.0,10.0,5.0,4.0,17.0,19.0,24.0,24.0
128,11.0,8.0,17.0,13.0,19.0,15.0,20.0,11.0,2.0,7.0,14.0,20.0,13.0,24.0,18.0,4.0,9.0,2.0,15.0,18.0,22.0,21.0,21.0
129,21.0,10.0,15.0,2.0,17.0,16.0,22.0,8.0,9.0,17.0,15.0,13.0,4.0,22.0,21.0,2.0,6.0,7.0,13.0,24.0,17.0,23.0,20.0
130,11.0,13.0,15.0,12.0,18.0,17.0,17.0,4.0,1.0,5.0,12.0,23.0,16.0,24.0,24.0,0.0,18.0,13.0,12.0,17.0,17.0,23.0,12.0
131,15.0,11.0,12.0,15.0,17.0,18.0,15.0,8.0,10.0,7.0,13.0,10.0,13.0,24.0,24.0,2.0,11.0,4.0,19.0,14.0,19.0,22.0,21.0
132,10.0,9.0,16.0,13.0,16.0,15.0,24.0,3.0,6.0,2.0,22.0,18.0,19.0,19.0,20.0,1.0,10.0,17.0,1.0,24.0,22.0,21.0,16.0
133,13.0,8.0,13.0,7.0,21.0,24.0,17.0,8.0,9.0,8.0,14.0,10.0,12.0,24.0,24.0,3.0,10.0,5.0,7.0,24.0,22.0,24.0,17.0
134,19.0,16.0,19.0,6.0,13.0,18.0,12.0,6.0,12.0,9.0,14.0,12.0,14.0,21.0,21.0,3.0,7.0,13.0,16.0,18.0,14.0,23.0,18.0
135,22.0,8.0,12.0,3.0,19.0,24.0,15.0,11.0,6.0,9.0,5.0,10.0,24.0,20.0,24.0,5.0,6.0,5.0,4.0,24.0,20.0,24.0,24.0
136,12.0,7.0,14.0,16.0,18.0,19.0,17.0,11.0,8.0,8.0,19.0,11.0,13.0,18.0,21.0,9.0,3.0,16.0,15.0,19.0,17.0,16.0,17.0
137,24.0,15.0,18.0,9.0,8.0,16.0,13.0,12.0,8.0,6.0,19.0,7.0,16.0,24.0,17.0,9.0,9.0,13.0,8.0,14.0,11.0,24.0,24.0
138,17.0,13.0,10.0,12.0,19.0,17.0,15.0,6.0,17.0,7.0,17.0,10.0,17.0,17.0,18.0,6.0,5.0,10.0,14.0,17.0,23.0,18.0,19.0
139,22.0,15.0,12.0,10.0,16.0,16.0,12.0,13.0,16.0,4.0,20.0,6.0,14.0,20.0,16.0,7.0,3.0,11.0,10.0,17.0,21.0,21.0,22.0
140,20.0,15.0,10.0,5.0,16.0,17.0,20.0,5.0,6.0,11.0,20.0,8.0,13.0,22.0,24.0,8.0,3.0,17.0,5.0,21.0,12.0,24.0,22.0
141,19.0,7.0,6.0,6.0,17.0,24.0,24.0,6.0,9.0,12.0,10.0,11.0,13.0,24.0,24.0,3.0,16.0,8.0,1.0,17.0,20.0,23.0,24.0
142,15.0,18.0,9.0,8.0,16.0,18.0,19.0,17.0,10.0,14.0,8.0,12.0,15.0,16.0,17.0,4.0,14.0,10.0,7.0,17.0,18.0,24.0,18.0
143,20.0,17.0,7.0,10.0,17.0,16.0,16.0,2.0,9.0,9.0,16.0,16.0,15.0,23.0,19.0,6.0,7.0,4.0,13.0,21.0,18.0,19.0,24.0
144,13.0,12.0,9.0,15.0,17.0,17.0,20.0,3.0,7.0,4.0,17.0,8.0,22.0,24.0,24.0,2.0,10.0,4.0,8.0,20.0,20.0,24.0,24.0
145,17.0,13.0,18.0,6.0,17.0,16.0,16.0,12.0,6.0,16.0,14.0,10.0,9.0,20.0,22.0,8.0,6.0,15.0,8.0,14.0,19.0,24.0,18.0
